task_id_list	courier_id	total_score	willingness
T0000	C004	64.095	0.0884
T0000	C011	72.724	0.5045
T0000	C013	35.014	0.1024
T0000	C017	85.251	0.2653
T0000	C019	37.018	0.0819
T0000	C021	50.687	0.0935
T0000	C033	55.765	0.4167
T0000	C037	54.697	0.2059
T0000	C038	54.336	0.0875
T0000	C039	66.493	0.1275
T0000	C043	61.227	0.2920
T0000	C046	85.767	0.0798
T0000	C053	28.328	0.1826
T0000	C054	33.563	0.0391
T0000,T0001	C037	50.791	0.2713
T0000,T0001	C040	58.648	0.1459
T0000,T0001	C046	59.533	0.1797
T0001	C000	51.531	0.1848
T0001	C001	40.821	0.0513
T0001	C005	62.369	0.2155
T0001	C009	55.706	0.2354
T0001	C016	63.747	0.1993
T0001	C019	45.849	0.2844
T0001	C030	45.262	0.1947
T0001	C042	48.746	0.1951
T0001	C043	44.074	0.4872
T0001	C051	68.887	0.1814
T0001,T0002	C044	55.224	0.2829
T0001,T0002	C047	68.032	0.2192
T0002	C013	73.995	0.1400
T0002	C014	48.024	0.2381
T0002	C016	42.440	0.0481
T0002	C020	45.903	0.4617
T0002	C047	61.490	0.2825
T0002	C048	65.768	0.1884
T0002	C049	49.979	0.2404
T0002,T0003	C017	45.863	0.0907
T0002,T0003	C051	62.558	0.2128
T0002,T0003	C054	62.865	0.1102
T0003	C005	34.790	0.1007
T0003	C008	77.819	0.3326
T0003	C018	76.827	0.2739
T0003	C020	59.261	0.1507
T0003	C027	44.292	0.0663
T0003	C037	62.394	0.1319
T0003	C041	70.927	0.4518
T0003	C048	78.441	0.0701
T0003	C052	48.009	0.5048
T0003	C053	70.834	0.2334
T0003,T0004	C003	49.031	0.0589
T0003,T0004	C006	60.773	0.2170
T0004	C001	42.905	0.2272
T0004	C002	46.712	0.0573
T0004	C003	64.550	0.0523
T0004	C004	84.119	0.1282
T0004	C007	45.169	0.4159
T0004	C015	71.458	0.2852
T0004	C019	54.955	0.1436
T0004	C020	58.950	0.2466
T0004	C025	62.127	0.0705
T0004	C027	75.402	0.2087
T0004	C033	87.162	0.0595
T0004	C041	48.908	0.0428
T0004	C044	69.346	0.1171
T0004	C047	45.425	0.1468
T0004,T0005	C010	57.674	0.1962
T0004,T0005	C013	54.376	0.2383
T0005	C002	41.108	0.0841
T0005	C004	54.885	0.0596
T0005	C007	47.878	0.2574
T0005	C008	46.931	0.0821
T0005	C009	55.122	0.2343
T0005	C016	48.128	0.1153
T0005	C027	59.083	0.2115
T0005	C037	27.767	0.2577
T0005	C041	46.168	0.1716
T0005	C047	56.416	0.1450
T0005,T0006	C017	64.626	0.3503
T0005,T0006	C020	64.399	0.1304
T0005,T0006	C029	53.627	0.2601
T0005,T0006	C032	54.064	0.0561
T0006	C003	43.558	0.2859
T0006	C008	49.469	0.2675
T0006	C012	64.913	0.2893
T0006	C013	52.058	0.0890
T0006	C032	55.243	0.2992
T0006	C036	58.418	0.1780
T0006	C038	43.389	0.4058
T0006	C039	58.707	0.2387
T0006	C050	37.330	0.2128
T0006,T0007	C024	60.813	0.0974
T0006,T0007	C027	56.032	0.3962
T0006,T0007	C039	50.089	0.0939
T0007	C000	90.439	0.0955
T0007	C009	48.703	0.2593
T0007	C013	60.377	0.2694
T0007	C017	49.650	0.2294
T0007	C018	83.615	0.1005
T0007	C021	46.680	0.1818
T0007	C023	52.962	0.1309
T0007	C024	65.605	0.1305
T0007	C031	74.576	0.2164
T0007	C037	58.236	0.4283
T0007	C044	57.000	0.2860
T0007	C051	35.122	0.2621
T0007	C053	82.529	0.1206
T0007	C054	64.393	0.1224
T0007,T0008	C031	62.455	0.2330
T0007,T0008	C034	57.275	0.1423
T0008	C003	63.444	0.3718
T0008	C008	66.109	0.0644
T0008	C012	39.519	0.0562
T0008	C019	48.545	0.2389
T0008	C022	93.039	0.1859
T0008	C023	93.039	0.0747
T0008	C024	45.244	0.1810
T0008	C026	62.144	0.0818
T0008	C027	70.994	0.2421
T0008	C029	57.377	0.0407
T0008	C045	75.267	0.1845
T0008	C046	77.363	0.1362
T0008,T0009	C038	58.934	0.0873
T0008,T0009	C041	68.263	0.1479
T0009	C001	45.542	0.1452
T0009	C003	66.220	0.0805
T0009	C005	81.426	0.2003
T0009	C009	57.149	0.0941
T0009	C012	51.057	0.0614
T0009	C020	52.793	0.1757
T0009	C023	78.126	0.2644
T0009	C026	59.208	0.1507
T0009	C027	60.838	0.1661
T0009	C028	76.969	0.0705
T0009	C043	59.580	0.2369
T0009	C047	49.626	0.1040
T0009	C054	33.825	0.0817
T0009,T0010	C002	64.385	0.3347
T0009,T0010	C005	67.136	0.2120
T0009,T0010	C045	49.015	0.0820
T0009,T0010	C048	61.893	0.0792
T0009,T0010	C054	51.408	0.0351
T0010	C005	63.023	0.0614
T0010	C006	56.496	0.2668
T0010	C024	60.500	0.1316
T0010	C028	53.744	0.0969
T0010	C029	57.664	0.1383
T0010	C032	32.493	0.2543
T0010	C033	51.462	0.2614
T0010	C036	44.710	0.2666
T0010	C037	43.438	0.1054
T0010	C044	32.610	0.2856
T0010,T0011	C000	51.378	0.0894
T0010,T0011	C052	67.940	0.0643
T0011	C002	52.772	0.1393
T0011	C010	36.834	0.1785
T0011	C011	53.467	0.4446
T0011	C014	62.085	0.1923
T0011	C015	48.289	0.0791
T0011	C027	59.159	0.1209
T0011	C036	78.806	0.2054
T0011	C037	51.669	0.1562
T0011	C038	44.289	0.2871
T0011	C039	35.217	0.2627
T0011	C040	48.557	0.1035
T0011	C041	66.878	0.2866
T0011	C049	66.038	0.1783
T0011	C050	40.828	0.0907
T0011,T0012	C004	65.179	0.1432
T0011,T0012	C007	60.572	0.1612
T0011,T0012	C022	57.400	0.5707
T0012	C017	100.000	0.1750
T0012	C018	58.806	0.0966
T0012	C021	85.211	0.4567
