task_id_list	courier_id	total_score	willingness
T0000	C000	35.801	0.6127
T0000	C001	28.411	0.3173
T0000	C002	24.169	0.7832
T0000	C003	49.892	0.6000
T0000	C004	56.982	0.7335
T0000	C006	35.845	0.2469
T0000	C012	48.446	0.3006
T0000	C013	49.686	0.2718
T0000	C014	43.720	0.7007
T0000	C019	52.349	0.6940
T0000	C025	56.645	0.1127
T0000	C027	74.934	0.1287
T0000	C028	70.295	0.2883
T0000	C031	44.467	0.3900
T0000,T0001	C000	62.269	0.8569
T0000,T0001	C001	54.108	0.6922
T0000,T0001	C008	66.177	0.4056
T0001	C000	39.836	0.1764
T0001	C001	30.078	0.7795
T0001	C002	29.109	0.5917
T0001	C003	29.848	0.8302
T0001	C004	49.991	0.5187
T0001	C005	57.749	0.7478
T0001	C008	35.127	0.4777
T0001	C011	58.897	0.8003
T0001	C015	45.416	0.4891
T0001	C018	62.797	0.5549
T0001	C023	60.503	0.7682
T0001	C028	74.204	0.2667
T0001	C030	44.089	0.1455
T0001	C035	67.111	0.1638
T0001	C036	48.953	0.5536
T0001	C039	47.919	0.3949
T0001,T0002	C000	47.652	0.4611
T0001,T0002	C001	57.712	0.8188
T0001,T0002	C003	55.179	0.5596
T0001,T0002	C005	51.601	0.2044
T0001,T0002	C007	63.960	0.8993
T0002	C000	58.407	0.6704
T0002	C001	53.166	0.8789
T0002	C002	37.173	0.8524
T0002	C003	34.727	0.4728
T0002	C004	25.081	0.2878
T0002	C007	41.234	0.2671
T0002	C011	54.573	0.7922
T0002	C014	58.004	0.6790
T0002	C031	52.527	0.4330
T0002	C040	65.582	0.1798
T0002	C041	64.333	0.8112
T0002,T0003	C000	57.940	0.2470
T0002,T0003	C001	57.353	0.7161
T0002,T0003	C002	69.428	0.8702
T0002,T0003	C009	56.968	0.7116
T0002,T0003	C010	66.470	0.5390
T0003	C000	70.811	0.6606
T0003	C001	66.683	0.5366
T0003	C002	44.737	0.1976
T0003	C003	34.008	0.8185
T0003	C004	24.997	0.6135
T0003	C005	23.506	0.5816
T0003	C008	72.780	0.7440
T0003	C009	42.998	0.2311
T0003	C011	44.884	0.5697
T0003	C016	32.273	0.4130
T0003	C019	73.390	0.7501
T0003	C021	38.519	0.4159
T0003	C028	31.322	0.3403
T0003	C029	81.398	0.5325
T0003	C031	54.146	0.5290
T0003	C032	47.118	0.5146
T0003	C036	58.853	0.6655
T0003	C038	55.978	0.1175
T0003,T0004	C000	65.795	0.6382
T0003,T0004	C001	53.331	0.4910
T0003,T0004	C002	69.955	0.8147
T0003,T0004	C005	58.823	0.5310
T0003,T0004	C008	56.273	0.7557
T0003,T0004	C011	60.053	0.5984
T0004	C000	25.522	0.8932
T0004	C001	27.461	0.8740
T0004	C002	38.176	0.7991
T0004	C003	37.883	0.1735
T0004	C004	56.577	0.6653
T0004	C011	81.869	0.2525
T0004	C016	62.207	0.0958
T0004	C017	91.313	0.8190
T0004	C018	52.651	0.1435
T0004	C021	62.934	0.7679
T0004	C032	56.682	0.6199
T0004	C035	46.643	0.1591
T0004	C038	59.467	0.7159
T0004,T0005	C000	50.183	0.2931
T0004,T0005	C001	51.853	0.5262
T0004,T0005	C004	50.114	0.5690
T0004,T0005	C010	59.817	0.6748
T0005	C000	31.711	0.5884
T0005	C001	32.306	0.7673
T0005	C002	21.331	0.6177
T0005	C003	43.369	0.4150
T0005	C004	33.449	0.7591
T0005	C006	40.162	0.2492
T0005	C020	50.797	0.3613
T0005	C021	49.866	0.3359
T0005	C022	61.416	0.5127
T0005	C027	59.888	0.1013
T0005	C030	50.111	0.4111
T0005	C037	32.726	0.1686
T0005	C038	58.758	0.4998
T0005	C039	60.560	0.4629
T0005,T0006	C000	47.760	0.5973
T0005,T0006	C001	67.530	0.3681
T0005,T0006	C002	47.023	0.8753
T0005,T0006	C007	45.020	0.8253
T0005,T0006	C009	68.584	0.5845
T0006	C000	41.854	0.4832
T0006	C001	33.229	0.7699
T0006	C002	29.948	0.4189
T0006	C003	24.965	0.5629
T0006	C004	34.831	0.8139
T0006	C005	45.663	0.5954
T0006	C006	47.186	0.4762
T0006	C015	31.396	0.3380
T0006	C017	71.133	0.6803
T0006	C018	51.244	0.1022
T0006	C021	39.942	0.1650
T0006	C028	55.747	0.3039
T0006	C041	58.403	0.4974
T0006,T0007	C000	54.925	0.1842
T0006,T0007	C001	67.323	0.4091
T0006,T0007	C004	69.127	0.6922
T0006,T0007	C006	65.771	0.5029
T0006,T0007	C008	66.803	0.7455
T0006,T0007	C009	54.906	0.5463
T0006,T0007	C010	64.375	0.4401
T0007	C000	56.527	0.8275
T0007	C001	59.969	0.1628
T0007	C002	41.657	0.7415
T0007	C003	50.494	0.8841
T0007	C004	38.299	0.7669
T0007	C011	55.943	0.1535
T0007	C012	67.415	0.2337
T0007	C015	50.358	0.5078
T0007	C020	50.890	0.2016
T0007	C024	85.114	0.7462
T0007	C028	41.211	0.2590
T0007	C030	82.907	0.6839
T0007	C033	38.877	0.7342
T0007	C036	57.266	0.5254
T0007	C037	71.310	0.7534
T0007,T0008	C000	65.664	0.6014
T0007,T0008	C001	61.381	0.8454
T0008	C000	12.382	0.5169
T0008	C001	35.271	0.8647
T0008	C002	30.774	0.4640
T0008	C003	37.954	0.2100
T0008	C004	48.047	0.4576
T0008	C013	58.577	0.4531
T0008	C016	67.977	0.3820
T0008	C025	57.572	0.6480
T0008	C031	59.285	0.3214
T0008	C032	53.218	0.7180
T0008	C033	62.898	0.2686
T0008	C036	57.756	0.3876
T0008	C037	69.313	0.3148
T0008,T0009	C000	56.076	0.4227
T0008,T0009	C001	52.773	0.6427
T0008,T0009	C004	49.570	0.8462
T0008,T0009	C011	47.081	0.6542
T0009	C000	26.151	0.2643
T0009	C001	39.933	0.2989
T0009	C002	35.071	0.6937
T0009	C003	32.615	0.2228
T0009	C004	54.462	0.4286
T0009	C005	48.802	0.3974
T0009	C007	28.875	0.5229
T0009	C011	70.706	0.4758
T0009	C020	49.458	0.7279
T0009	C022	60.323	0.4386
T0009	C023	63.425	0.4062
T0009	C029	61.074	0.6769
T0009	C030	51.489	0.3847
T0009	C037	41.423	0.2630
T0009,T0010	C000	48.462	0.8574
T0009,T0010	C001	51.747	0.5251
T0009,T0010	C007	66.404	0.2462
T0009,T0010	C008	48.992	0.4354
T0009,T0010	C009	64.635	0.4191
T0010	C000	39.108	0.6830
T0010	C001	37.240	0.7234
T0010	C002	26.086	0.6243
T0010	C003	22.451	0.6037
T0010	C004	31.312	0.4222
T0010	C006	56.817	0.6646
T0010	C011	52.039	0.3682
T0010	C012	65.665	0.6344
T0010	C022	43.201	0.2540
T0010	C023	66.157	0.3496
T0010	C025	43.047	0.3883
T0010	C030	47.333	0.5176
T0010	C034	52.124	0.2995
T0010	C035	63.054	0.5378
T0010	C040	65.870	0.6904
T0010	C041	57.209	0.2622
T0010,T0011	C000	45.191	0.7689
T0010,T0011	C001	46.333	0.2006
T0010,T0011	C004	67.985	0.6222
T0010,T0011	C006	58.768	0.2498
T0010,T0011	C010	55.694	0.4358
T0011	C000	54.752	0.5249
T0011	C001	65.169	0.6043
T0011	C002	43.592	0.5185
T0011	C003	46.194	0.8357
T0011	C004	29.925	0.7613
T0011	C009	58.596	0.3906
T0011	C017	38.080	0.3251
T0011	C019	69.342	0.7638
T0011	C020	52.711	0.7472
T0011	C021	44.256	0.4533
T0011	C022	44.980	0.4337
T0011	C024	69.639	0.5571
T0011	C025	58.726	0.5143
T0011	C028	52.413	0.5062
T0011	C034	41.988	0.4164
T0011	C037	66.214	0.4421
T0011	C041	80.737	0.5911
T0011,T0012	C000	69.336	0.7799
T0011,T0012	C001	53.699	0.3579
T0011,T0012	C002	66.262	0.4513
T0011,T0012	C003	58.858	0.3583
T0012	C000	13.610	0.7624
T0012	C001	19.484	0.7222
T0012	C002	32.622	0.5969
T0012	C003	42.309	0.5917
T0012	C004	48.550	0.2623
T0012	C005	72.809	0.2451
T0012	C006	13.503	0.8188
T0012	C012	34.074	0.4270
T0012	C013	44.294	0.7961
T0012	C015	63.213	0.2381
T0012	C028	87.144	0.7860
T0012	C029	44.326	0.5714
T0012	C031	52.908	0.6898
T0012,T0013	C000	69.113	0.6765
T0012,T0013	C001	56.768	0.3951
T0012,T0013	C002	56.351	0.2863
T0012,T0013	C003	68.784	0.7273
T0012,T0013	C005	59.431	0.7289
T0012,T0013	C009	57.919	0.2917
T0013	C000	29.988	0.2767
T0013	C001	29.570	0.7053
T0013	C002	34.332	0.2930
T0013	C003	50.307	0.1707
T0013	C004	56.496	0.2951
T0013	C009	51.440	0.4004
T0013	C012	55.625	0.5525
T0013	C013	32.390	0.1460
T0013	C018	58.783	0.2863
T0013	C022	73.889	0.2834
T0013	C028	63.715	0.1045
T0013	C031	45.888	0.3119
T0013	C033	55.079	0.6888
T0013	C035	48.799	0.3820
T0013	C038	50.414	0.2499
T0013,T0014	C000	53.737	0.4836
T0013,T0014	C001	56.742	0.7088
T0013,T0014	C004	50.934	0.5708
T0013,T0014	C006	55.697	0.4227
T0014	C000	58.184	0.7292
T0014	C001	36.041	0.6384
T0014	C002	32.362	0.3818
T0014	C003	30.603	0.2874
T0014	C004	44.650	0.8373
T0014	C006	39.849	0.5387
T0014	C008	37.550	0.0970
T0014	C014	50.870	0.3062
T0014	C018	65.353	0.2728
T0014	C019	52.422	0.4508
T0014	C025	56.075	0.5861
T0014	C030	57.684	0.6443
T0014	C032	54.210	0.2667
T0014	C036	62.075	0.3132
T0014	C041	51.241	0.7810
T0014,T0015	C000	49.452	0.4629
T0014,T0015	C001	67.800	0.7776
T0014,T0015	C006	44.228	0.4369
T0014,T0015	C008	51.059	0.2572
T0014,T0015	C010	49.559	0.3771
T0014,T0015	C011	53.530	0.5604
T0015	C000	75.547	0.8213
T0015	C001	57.402	0.6023
T0015	C002	54.231	0.7146
T0015	C003	38.117	0.3472
T0015	C004	29.489	0.4420
T0015	C009	55.333	0.3293
T0015	C025	67.114	0.8084
T0015	C026	45.556	0.3216
T0015	C028	36.534	0.1336
T0015	C030	79.784	0.1410
T0015	C033	37.078	0.2841
T0015	C034	36.751	0.5318
T0015	C035	77.594	0.3782
T0015	C038	49.692	0.6427
T0015,T0016	C000	69.784	0.8599
T0015,T0016	C001	53.182	0.5543
T0015,T0016	C003	49.398	0.4752
T0015,T0016	C004	44.974	0.1711
T0015,T0016	C006	55.301	0.7594
T0015,T0016	C009	54.644	0.4857
T0016	C000	61.936	0.5667
T0016	C001	72.034	0.2386
T0016	C002	56.773	0.7932
T0016	C003	46.166	0.7550
T0016	C004	36.132	0.3476
T0016	C011	40.492	0.7964
T0016	C013	79.693	0.2552
T0016	C015	50.752	0.3963
T0016	C018	79.313	0.2845
T0016	C022	39.471	0.4719
T0016	C027	53.433	0.7438
T0016	C031	67.132	0.3624
T0016	C033	51.027	0.7617
T0016	C039	63.840	0.3773
T0016,T0017	C000	51.084	0.2621
T0016,T0017	C001	61.090	0.3575
T0016,T0017	C009	54.555	0.6922
T0016,T0017	C011	63.534	0.3575
T0017	C000	30.416	0.4540
T0017	C001	33.448	0.5298
T0017	C002	26.869	0.3274
T0017	C003	35.255	0.6611
T0017	C004	42.709	0.7351
T0017	C008	41.848	0.7747
T0017	C010	66.721	0.4355
T0017	C012	40.507	0.4194
T0017	C013	48.828	0.6847
T0017	C014	43.483	0.2372
T0017	C023	66.735	0.4841
T0017	C024	48.253	0.6420
T0017	C026	53.919	0.1107
T0017	C028	62.928	0.5809
T0017	C032	43.957	0.2783
T0017	C039	68.993	0.3052
T0017	C041	36.499	0.2204
T0017,T0018	C000	53.065	0.5248
T0017,T0018	C001	62.610	0.3349
T0017,T0018	C006	47.608	0.3122
T0017,T0018	C009	66.854	0.1047
T0018	C000	56.846	0.3186
T0018	C001	48.948	0.5864
T0018	C002	39.789	0.5273
T0018	C003	36.456	0.3786
T0018	C004	47.109	0.3117
T0018	C005	54.019	0.3374
T0018	C006	52.597	0.6295
T0018	C008	51.961	0.7492
T0018	C009	34.053	0.3876
T0018	C011	52.156	0.7914
T0018	C018	63.039	0.3831
T0018	C023	59.318	0.3524
T0018	C025	49.672	0.5845
T0018	C029	57.094	0.7713
T0018	C032	37.279	0.2775
T0018	C033	51.236	0.5458
T0018	C035	50.996	0.4224
T0018	C036	42.937	0.5954
T0018	C037	50.562	0.3140
T0018	C040	57.893	0.2969
T0018,T0019	C000	54.646	0.4418
T0018,T0019	C001	69.232	0.5104
T0018,T0019	C005	52.575	0.2655
T0018,T0019	C007	49.193	0.7619
T0018,T0019	C008	52.854	0.2781
T0019	C000	55.837	0.8367
T0019	C001	52.335	0.2674
T0019	C002	43.064	0.6465
T0019	C003	46.618	0.7464
T0019	C004	29.874	0.4577
T0019	C012	74.313	0.4873
T0019	C018	76.436	0.1567
T0019	C024	78.354	0.5565
T0019	C025	57.805	0.5725
T0019	C026	53.212	0.4627
T0019	C033	48.898	0.5441
T0019	C040	55.806	0.7489
T0019,T0020	C000	63.309	0.8158
T0019,T0020	C001	59.196	0.6327
T0019,T0020	C004	51.400	0.3884
T0019,T0020	C006	59.530	0.3032
T0019,T0020	C008	68.495	0.7071
T0019,T0020	C011	46.699	0.4556
T0020	C000	72.844	0.2509
T0020	C001	71.742	0.4102
T0020	C002	42.105	0.3271
T0020	C003	48.867	0.6763
T0020	C004	38.712	0.5034
T0020	C006	67.340	0.5218
T0020	C009	54.649	0.3556
T0020	C016	41.359	0.2158
T0020	C018	83.598	0.6931
T0020	C030	82.433	0.2095
T0020	C031	79.471	0.5265
T0020	C032	51.601	0.7198
T0020	C034	41.625	0.6732
T0020,T0021	C000	49.424	0.4608
T0020,T0021	C001	49.949	0.6989
T0020,T0021	C003	56.796	0.7417
T0020,T0021	C004	67.902	0.5061
T0020,T0021	C007	66.630	0.7809
T0020,T0021	C010	46.161	0.3200
T0021	C000	27.444	0.7360
T0021	C001	27.384	0.5562
T0021	C002	43.990	0.4313
T0021	C003	33.157	0.4528
T0021	C004	52.328	0.5560
T0021	C005	69.738	0.5027
T0021	C015	67.159	0.3747
T0021	C016	71.522	0.3437
T0021	C018	53.756	0.6803
T0021	C026	50.950	0.1580
T0021,T0022	C000	57.685	0.7948
T0021,T0022	C001	59.153	0.6346
T0021,T0022	C010	65.334	0.8194
T0022	C000	50.595	0.5559
T0022	C001	29.268	0.4932
T0022	C002	34.547	0.7991
T0022	C003	26.115	0.3630
T0022	C004	30.811	0.8497
T0022	C021	50.404	0.4753
T0022	C022	53.062	0.2548
T0022	C025	41.713	0.7782
T0022	C033	56.722	0.4862
T0022	C035	49.687	0.3551
T0022	C039	53.721	0.2299
