task_id_list	courier_id	total_score	willingness
T0000	C001	40.489	0.1732
T0000	C002	57.244	0.4209
T0000	C005	81.353	0.1570
T0000	C006	38.459	0.5921
T0000	C008	40.641	0.5012
T0000	C011	88.049	0.6565
T0000	C012	36.938	0.5718
T0000	C013	39.290	0.3280
T0000	C016	65.799	0.5891
T0000,T0001	C002	49.866	0.7909
T0000,T0001	C005	44.936	0.6697
T0000,T0001	C011	40.106	0.4488
T0000,T0001	C014	48.834	0.5970
T0000,T0001	C017	44.477	0.4537
T0000,T0001,T0002	C002	75.908	0.6000
T0000,T0001,T0002	C005	65.043	0.1504
T0000,T0001,T0002	C011	53.798	0.7509
T0000,T0001,T0002	C014	73.066	0.6462
T0001	C000	52.806	0.3106
T0001	C002	30.008	0.7297
T0001	C003	60.839	0.3342
T0001	C005	74.127	0.7011
T0001	C007	41.696	0.3190
T0001	C008	43.057	0.5845
T0001	C014	34.175	0.4311
T0001	C015	59.030	0.3481
T0001	C016	43.121	0.6087
T0001	C017	80.433	0.6192
T0001,T0002	C000	47.891	0.2512
T0001,T0002	C003	47.229	0.5464
T0001,T0002	C006	51.093	0.5178
T0001,T0002	C009	48.184	0.8087
T0001,T0002	C012	31.751	0.4669
T0002	C000	64.583	0.7770
T0002	C001	59.100	0.5801
T0002	C002	34.672	0.8135
T0002	C003	52.719	0.3955
T0002	C004	51.205	0.2087
T0002	C005	27.780	0.1548
T0002	C006	63.337	0.5141
T0002	C007	66.784	0.1951
T0002	C009	54.144	0.5653
T0002	C010	39.348	0.6522
T0002	C013	61.854	0.1285
T0002	C015	33.121	0.8145
T0002,T0003	C007	52.444	0.3094
T0002,T0003	C010	30.009	0.2031
T0003	C001	82.388	0.3537
T0003	C002	65.859	0.4452
T0003	C003	31.872	0.6763
T0003	C004	37.730	0.5265
T0003	C005	29.975	0.2162
T0003	C008	66.529	0.4924
T0003	C009	50.465	0.7807
T0003	C010	41.759	0.5400
T0003	C013	79.497	0.3346
T0003	C016	37.259	0.5866
T0003	C017	51.686	0.7804
T0003,T0004	C002	40.508	0.5849
T0003,T0004	C008	53.336	0.2739
T0003,T0004	C014	47.406	0.3701
T0003,T0004	C017	37.612	0.3253
T0003,T0004,T0005	C011	76.084	0.2505
T0003,T0004,T0005	C014	69.181	0.2716
T0003,T0004,T0005	C017	55.530	0.7102
T0004	C000	35.672	0.2304
T0004	C001	36.124	0.3715
T0004	C003	74.897	0.7969
T0004	C004	59.444	0.4077
T0004	C009	56.380	0.1457
T0004	C011	90.410	0.5764
T0004	C012	27.449	0.1301
T0004	C013	36.015	0.1416
T0004	C014	53.856	0.7201
T0004	C015	53.980	0.2053
T0004	C017	93.000	0.2316
T0004,T0005	C003	32.905	0.4166
T0004,T0005	C006	42.959	0.3284
T0004,T0005	C012	50.457	0.3615
T0005	C000	46.297	0.5235
T0005	C001	49.894	0.7578
T0005	C002	15.858	0.2509
T0005	C003	62.051	0.6439
T0005	C005	61.345	0.1666
T0005	C006	48.081	0.1533
T0005	C008	30.186	0.4867
T0005	C012	39.619	0.6863
T0005	C013	35.348	0.5394
T0005	C016	58.610	0.6819
T0005,T0006	C010	31.766	0.5822
T0005,T0006	C013	52.312	0.6843
T0006	C001	61.664	0.6821
T0006	C005	56.302	0.1150
T0006	C006	55.808	0.4208
T0006	C007	62.828	0.8349
T0006	C009	39.817	0.2665
T0006	C010	52.136	0.4790
T0006	C011	53.532	0.8317
T0006,T0007	C002	42.516	0.1852
T0006,T0007	C005	47.581	0.6857
T0006,T0007	C008	47.488	0.2524
T0006,T0007	C011	39.032	0.2469
T0006,T0007	C014	47.815	0.5315
T0006,T0007	C017	49.858	0.1320
T0006,T0007,T0008	C002	61.576	0.7612
