task_id_list	courier_id	total_score	willingness
T0000	C000	39.158	0.7289
T0000	C001	41.049	0.3471
T0000	C002	49.694	0.6103
T0000	C004	71.096	0.3860
T0000	C007	49.122	0.8170
T0000	C008	43.793	0.4754
T0000	C011	77.158	0.1200
T0000	C012	18.908	0.6956
T0000	C013	56.276	0.6274
T0000	C015	55.772	0.7342
T0000	C017	79.963	0.5246
T0000,T0001	C002	30.574	0.6402
T0000,T0001	C005	55.339	0.5729
T0000,T0001	C011	35.635	0.5675
T0000,T0001	C014	54.394	0.2169
T0000,T0001,T0002	C005	54.799	0.1884
T0000,T0001,T0002	C011	67.317	0.6913
T0000,T0001,T0002	C014	59.864	0.6978
T0001	C000	44.252	0.4786
T0001	C001	38.166	0.2278
T0001	C002	45.286	0.3062
T0001	C004	41.529	0.2051
T0001	C008	39.921	0.6231
T0001	C010	54.129	0.4978
T0001	C014	32.005	0.3303
T0001	C016	39.344	0.3111
T0001	C017	69.808	0.5002
T0001,T0002	C000	48.146	0.5542
T0001,T0002	C003	47.820	0.2317
T0001,T0002	C012	50.693	0.3960
T0002	C002	43.825	0.6459
T0002	C003	45.440	0.6148
T0002	C004	36.063	0.4646
T0002	C005	42.197	0.3891
T0002	C007	68.747	0.8086
T0002	C008	24.710	0.5268
T0002	C009	51.688	0.2623
T0002	C010	34.046	0.3906
T0002	C014	31.265	0.2848
T0002	C016	48.067	0.3238
T0002,T0003	C004	36.499	0.8417
T0002,T0003	C007	48.246	0.6055
T0002,T0003	C010	44.313	0.3747
T0003	C001	76.539	0.2469
T0003	C002	58.333	0.6111
T0003	C006	54.988	0.8474
T0003	C008	49.433	0.7567
T0003	C009	37.244	0.7599
T0003	C010	49.752	0.4160
T0003	C011	41.162	0.2304
T0003	C013	74.572	0.4719
T0003,T0004	C002	36.055	0.4061
T0003,T0004	C005	34.804	0.2048
T0003,T0004	C008	51.275	0.6438
T0003,T0004	C011	37.910	0.2520
T0003,T0004	C014	54.961	0.1802
T0003,T0004	C017	39.706	0.4209
T0003,T0004,T0005	C005	55.498	0.7506
T0003,T0004,T0005	C011	69.376	0.3680
T0003,T0004,T0005	C014	64.864	0.7094
T0003,T0004,T0005	C017	51.462	0.4447
T0004	C002	54.495	0.5173
T0004	C006	32.597	0.1656
T0004	C007	29.723	0.5930
T0004	C011	80.092	0.7160
T0004	C012	31.512	0.1579
T0004	C013	29.037	0.3737
T0004	C014	57.345	0.6215
T0004	C015	52.663	0.1178
T0004	C017	89.137	0.6093
T0004,T0005	C003	51.500	0.6834
T0004,T0005	C006	30.051	0.1030
T0004,T0005	C009	49.855	0.7411
T0004,T0005	C015	54.299	0.3789
T0005	C000	42.314	0.5449
T0005	C001	49.116	0.1658
T0005	C002	37.209	0.7324
T0005	C003	43.279	0.2813
T0005	C005	57.632	0.3425
T0005	C007	34.662	0.4369
T0005	C008	30.607	0.4471
T0005	C009	58.822	0.7411
T0005	C011	48.246	0.3723
T0005	C013	54.759	0.5970
T0005	C017	56.296	0.3475
T0005,T0006	C007	49.723	0.6025
T0005,T0006	C010	55.001	0.5562
T0005,T0006	C013	43.970	0.4573
T0006	C001	54.234	0.1319
T0006	C003	30.299	0.1284
T0006	C005	45.994	0.1306
T0006	C006	50.673	0.3739
T0006	C007	68.061	0.5197
T0006	C009	37.538	0.7473
T0006	C011	46.678	0.1349
T0006	C013	55.082	0.1080
T0006	C016	63.045	0.1344
T0006,T0007	C002	33.564	0.7950
T0006,T0007	C017	48.066	0.2993
T0006,T0007,T0008	C002	57.200	0.3576
T0006,T0007,T0008	C008	64.231	0.3658
T0006,T0007,T0008	C011	67.202	0.7850
T0006,T0007,T0008	C017	62.701	0.5272
T0007	C000	67.791	0.4068
T0007	C003	62.793	0.3405
T0007	C004	29.365	0.7039
T0007	C007	53.729	0.3219
T0007	C010	19.982	0.5008
T0007	C011	55.560	0.8171
T0007	C012	70.039	0.4045
T0007	C014	52.944	0.5612
T0007,T0008	C003	44.953	0.1400
T0007,T0008	C006	37.637	0.7401
T0007,T0008	C009	52.277	0.2297
T0007,T0008	C015	52.030	0.6291
T0008	C000	43.930	0.2418
T0008	C001	57.292	0.2515
T0008	C002	45.957	0.6096
T0008	C008	39.899	0.4899
T0008	C012	54.187	0.1666
T0008	C013	45.516	0.3077
T0008	C015	73.144	0.7129
T0008	C016	80.762	0.2588
T0008	C017	76.891	0.5046
T0008,T0009	C010	49.500	0.7162
T0008,T0009	C013	55.640	0.3801
T0008,T0009	C016	44.773	0.4939
T0009	C000	51.445	0.5107
T0009	C001	50.294	0.7447
T0009	C002	40.729	0.2275
T0009	C003	33.139	0.4504
T0009	C004	63.164	0.5883
T0009	C005	59.163	0.1673
T0009	C006	47.792	0.6175
T0009	C007	36.253	0.3552
T0009	C009	29.329	0.8112
T0009	C012	24.660	0.1464
T0009	C014	50.402	0.3535
T0009	C016	73.940	0.2959
T0009,T0010	C002	54.530	0.2624
T0009,T0010	C005	47.235	0.8003
T0009,T0010	C008	37.978	0.4359
T0009,T0010	C014	46.745	0.1861
T0009,T0010,T0011	C002	60.529	0.6145
T0009,T0010,T0011	C005	63.737	0.2568
T0009,T0010,T0011	C011	75.777	0.7354
T0009,T0010,T0011	C017	58.952	0.8250
T0010	C000	58.076	0.8474
T0010	C003	29.292	0.7885
T0010	C007	49.330	0.5987
T0010	C008	40.533	0.5690
T0010	C009	37.160	0.5385
T0010	C014	54.010	0.1065
T0010,T0011	C000	45.924	0.2885
T0010,T0011	C006	43.859	0.2275
T0010,T0011	C009	50.614	0.5074
T0010,T0011	C012	49.027	0.5242
T0010,T0011	C015	45.917	0.5640
T0011	C000	86.932	0.5457
T0011	C001	69.586	0.6630
T0011	C003	48.078	0.1000
T0011	C006	71.706	0.6115
T0011	C008	50.167	0.1552
T0011	C012	75.105	0.8324
T0011	C013	60.533	0.6473
T0011	C014	52.010	0.6387
T0011	C016	37.107	0.5409
T0011	C017	44.766	0.7042
T0011,T0012	C001	45.078	0.5425
T0011,T0012	C007	51.572	0.2753
T0011,T0012	C010	49.865	0.1642
T0011,T0012	C013	54.854	0.5810
T0011,T0012	C016	42.338	0.5735
T0012	C000	34.248	0.6844
T0012	C001	48.866	0.3988
T0012	C003	41.405	0.3842
T0012	C005	85.782	0.2275
T0012	C007	49.795	0.3354
T0012	C008	52.807	0.3907
T0012	C009	50.335	0.2320
T0012	C014	68.631	0.4966
T0012	C015	49.790	0.3325
T0012	C017	92.008	0.5079
T0012,T0013	C002	38.656	0.7341
T0012,T0013	C005	51.234	0.3086
T0012,T0013	C008	37.253	0.4645
T0012,T0013	C017	47.340	0.6255
T0012,T0013,T0014	C005	56.519	0.4078
T0012,T0013,T0014	C008	67.470	0.5712
T0012,T0013,T0014	C011	62.946	0.2436
T0013	C000	58.282	0.4569
T0013	C002	56.630	0.2757
T0013	C004	58.181	0.4235
T0013	C005	81.290	0.5316
T0013	C006	49.088	0.4284
T0013	C008	50.851	0.5449
T0013	C009	58.645	0.5997
T0013	C011	61.773	0.3916
T0013	C012	55.477	0.1021
T0013	C013	17.372	0.1510
T0013	C014	57.960	0.7019
T0013	C016	63.591	0.1018
T0013,T0014	C000	36.624	0.3605
T0013,T0014	C012	44.665	0.5546
T0013,T0014	C015	41.546	0.7535
T0014	C002	26.672	0.1651
T0014	C004	43.985	0.4317
T0014	C006	72.623	0.5728
T0014	C007	44.557	0.1382
T0014	C009	54.529	0.2208
T0014	C010	50.748	0.7804
T0014	C011	52.889	0.7096
T0014	C013	51.662	0.2376
T0014	C014	22.853	0.5372
T0014	C015	35.754	0.1325
T0014	C017	44.014	0.4991
T0014,T0015	C001	38.966	0.3271
T0014,T0015	C004	39.396	0.4472
