task_id_list	courier_id	total_score	willingness
T0000	C000	31.289	0.7957
T0000	C005	68.427	0.8150
T0000	C007	41.405	0.2184
T0000	C008	48.840	0.1179
T0000	C009	62.017	0.3379
T0000	C012	38.432	0.1909
T0000	C013	34.809	0.5234
T0000	C015	43.374	0.1573
T0000	C016	82.121	0.2123
T0000,T0001	C004	54.896	0.4283
T0000,T0001	C007	30.887	0.6008
T0000,T0001	C010	40.439	0.5505
T0000,T0001	C016	41.144	0.6685
T0000,T0001,T0002	C004	60.048	0.7416
T0000,T0001,T0002	C007	71.149	0.6472
T0000,T0001,T0002	C010	70.847	0.1433
T0000,T0001,T0002	C013	69.060	0.8220
T0000,T0001,T0002	C016	65.829	0.2357
T0001	C001	46.809	0.2119
T0001	C002	40.609	0.2145
T0001	C003	38.172	0.1608
T0001	C005	67.036	0.2080
T0001	C009	55.033	0.2333
T0001	C012	45.154	0.4622
T0001	C013	28.284	0.6653
T0001	C014	42.149	0.4703
T0001	C016	35.093	0.3756
T0001	C017	80.636	0.3211
T0001,T0002	C002	39.029	0.5226
T0001,T0002	C011	36.635	0.5449
T0001,T0002	C014	46.886	0.6461
T0001,T0002	C017	41.176	0.6081
T0002	C000	75.204	0.8082
T0002	C001	56.736	0.4275
T0002	C003	40.445	0.8500
T0002	C008	46.374	0.1860
T0002	C010	38.980	0.2223
T0002	C012	64.310	0.4693
T0002	C013	51.534	0.2458
T0002	C014	42.751	0.2730
T0002	C015	45.154	0.3638
T0002	C017	40.984	0.4217
T0002,T0003	C000	48.136	0.4445
T0002,T0003	C003	50.817	0.6329
T0002,T0003	C006	30.519	0.6315
T0002,T0003	C009	37.783	0.6389
T0002,T0003	C015	55.378	0.7359
T0003	C002	60.262	0.1350
T0003	C004	33.984	0.8109
T0003	C005	50.882	0.5897
T0003	C006	75.586	0.2732
T0003	C007	64.659	0.2415
T0003	C008	59.982	0.5648
T0003	C011	38.399	0.2615
T0003	C012	52.460	0.2029
T0003	C013	59.979	0.6907
T0003	C014	71.529	0.2809
T0003	C017	49.020	0.3555
T0003,T0004	C001	33.495	0.4792
T0003,T0004	C004	31.372	0.2582
T0003,T0004	C010	54.353	0.6172
T0003,T0004	C013	52.208	0.1151
T0003,T0004	C016	54.453	0.2912
T0003,T0004,T0005	C004	70.613	0.7147
T0003,T0004,T0005	C007	55.177	0.6204
T0003,T0004,T0005	C010	74.553	0.7898
T0003,T0004,T0005	C013	53.062	0.1361
T0003,T0004,T0005	C016	62.706	0.5104
T0004	C000	46.515	0.7846
T0004	C008	46.859	0.2696
T0004	C009	73.818	0.2035
T0004	C010	49.864	0.8443
T0004	C011	84.666	0.8438
T0004	C012	48.374	0.6184
T0004	C013	37.884	0.6872
T0004	C014	51.918	0.3668
T0004	C015	75.811	0.3925
T0004	C017	90.489	0.4473
T0004,T0005	C002	33.716	0.4560
T0004,T0005	C008	46.713	0.2143
T0004,T0005	C017	41.143	0.8186
T0005	C000	62.768	0.6899
T0005	C001	56.238	0.4085
T0005	C006	52.006	0.4100
T0005	C007	56.414	0.3618
T0005	C008	22.332	0.7410
T0005	C011	62.375	0.6725
T0005	C012	52.247	0.1963
T0005	C014	30.420	0.3395
T0005	C015	58.059	0.7407
T0005	C016	60.654	0.5549
T0005,T0006	C003	36.708	0.5136
T0005,T0006	C006	38.884	0.8024
T0005,T0006	C009	31.156	0.7154
T0005,T0006	C012	49.217	0.5859
T0005,T0006	C015	51.151	0.6084
T0006	C000	41.376	0.4497
T0006	C001	62.999	0.5945
T0006	C002	52.380	0.7296
T0006	C003	37.762	0.2715
T0006	C006	53.579	0.2374
T0006	C007	50.480	0.2314
T0006	C010	49.212	0.8367
T0006	C012	47.563	0.7273
T0006	C015	29.047	0.4632
T0006	C017	51.985	0.5383
T0006,T0007	C013	38.360	0.6158
T0006,T0007	C016	52.118	0.5153
T0006,T0007,T0008	C007	53.232	0.1299
T0006,T0007,T0008	C013	75.096	0.4747
T0006,T0007,T0008	C016	63.003	0.1565
T0007	C001	52.263	0.4634
T0007	C003	44.380	0.6250
T0007	C005	48.644	0.4440
T0007	C006	81.743	0.3693
T0007	C007	56.930	0.2637
T0007	C008	72.794	0.4567
T0007	C014	58.644	0.7550
T0007	C015	49.688	0.1239
T0007,T0008	C002	51.586	0.6024
T0007,T0008	C005	45.021	0.7018
T0007,T0008	C008	49.727	0.1044
T0008	C000	44.515	0.1546
T0008	C002	30.676	0.6790
