task_id_list	courier_id	total_score	willingness
T0000	C000	24.707	0.5339
T0000	C001	48.895	0.3752
T0000	C007	36.629	0.4311
T0000	C009	41.538	0.6618
T0000	C011	81.283	0.6415
T0000	C012	18.792	0.4044
T0000	C013	47.508	0.8002
T0000	C015	58.851	0.5826
T0000,T0001	C005	47.747	0.2778
T0000,T0001	C008	46.993	0.2735
T0000,T0001	C011	51.073	0.3848
T0000,T0001	C014	40.164	0.7843
T0000,T0001	C017	46.195	0.6859
T0000,T0001,T0002	C002	54.694	0.4866
T0000,T0001,T0002	C011	54.380	0.2479
T0000,T0001,T0002	C014	69.257	0.7195
T0001	C000	52.346	0.3625
T0001	C001	47.376	0.2290
T0001	C002	31.135	0.7756
T0001	C003	39.256	0.7553
T0001	C004	51.888	0.3922
T0001	C005	66.272	0.6222
T0001	C009	41.130	0.7614
T0001	C010	49.410	0.4333
T0001	C011	62.807	0.4374
T0001	C015	57.197	0.4480
T0001	C016	60.100	0.6482
T0001	C017	71.558	0.2420
T0001,T0002	C000	34.982	0.7176
T0001,T0002	C003	33.726	0.2274
T0001,T0002	C015	34.007	0.2118
T0002	C000	66.913	0.6431
T0002	C001	53.677	0.4525
T0002	C002	41.415	0.8103
T0002	C003	40.793	0.7625
T0002	C004	46.487	0.7405
T0002	C005	32.448	0.3236
T0002	C006	68.932	0.8259
T0002	C011	29.717	0.6597
T0002	C016	35.850	0.6496
T0002	C017	44.511	0.3747
T0002,T0003	C001	41.331	0.7540
T0002,T0003	C007	44.050	0.6000
T0002,T0003	C010	45.760	0.1447
T0002,T0003	C013	42.311	0.8291
T0003	C002	75.954	0.2482
T0003	C004	49.925	0.3150
T0003	C007	58.552	0.3489
T0003	C008	65.968	0.7570
T0003	C009	42.130	0.2457
T0003	C010	37.265	0.6607
T0003	C011	56.349	0.5504
T0003	C012	73.428	0.5161
T0003	C013	79.402	0.4631
T0003	C014	61.838	0.8199
T0003,T0004	C002	48.540	0.6927
T0003,T0004	C005	41.275	0.3891
T0003,T0004	C014	43.071	0.6553
T0003,T0004	C017	45.364	0.3287
T0003,T0004,T0005	C005	66.568	0.3203
T0003,T0004,T0005	C008	56.167	0.2521
T0003,T0004,T0005	C014	65.383	0.7902
T0003,T0004,T0005	C017	63.230	0.1676
T0004	C001	21.449	0.5728
T0004	C002	43.255	0.3963
T0004	C003	51.084	0.4661
T0004	C007	42.315	0.5896
T0004	C008	65.097	0.4423
T0004	C009	57.072	0.6577
T0004	C012	47.131	0.3255
T0004	C013	42.886	0.6598
T0004	C014	56.866	0.3831
T0004	C015	77.645	0.5648
T0004	C017	94.716	0.7350
T0004,T0005	C003	33.971	0.5046
T0004,T0005	C006	30.385	0.1115
T0004,T0005	C009	53.383	0.6829
T0004,T0005	C012	52.632	0.2495
T0005	C000	60.123	0.8294
T0005	C001	39.674	0.3169
T0005	C002	38.192	0.7297
T0005	C004	50.786	0.6614
T0005	C005	61.849	0.3320
T0005	C006	48.078	0.3777
T0005	C008	20.458	0.7997
T0005	C013	38.116	0.7697
T0005	C014	38.833	0.1177
T0005	C017	63.024	0.7030
T0005,T0006	C004	49.798	0.8312
T0005,T0006	C010	49.508	0.2647
T0005,T0006	C013	31.673	0.7352
T0005,T0006	C016	50.010	0.1337
T0006	C000	64.893	0.4430
T0006	C005	45.814	0.4913
T0006	C006	62.907	0.2521
T0006	C007	61.018	0.6932
T0006	C008	45.380	0.4940
T0006	C010	44.328	0.7740
T0006	C011	50.772	0.5005
T0006	C012	46.367	0.1298
T0006	C017	58.132	0.6594
T0006,T0007	C002	52.786	0.5327
T0006,T0007	C005	30.571	0.5358
T0006,T0007	C008	34.615	0.5277
T0006,T0007	C011	44.316	0.5372
T0006,T0007	C017	43.439	0.1920
T0006,T0007,T0008	C002	60.096	0.6070
T0006,T0007,T0008	C011	59.124	0.6391
T0006,T0007,T0008	C017	76.234	0.2257
T0007	C000	82.277	0.4795
T0007	C003	62.498	0.3546
T0007	C005	31.650	0.7350
T0007	C006	79.750	0.7439
T0007	C008	51.313	0.5569
T0007	C009	62.136	0.2328
T0007	C010	28.715	0.2473
T0007	C011	55.504	0.5227
T0007	C012	85.965	0.4089
T0007	C013	62.339	0.6809
T0007,T0008	C006	52.408	0.8210
T0007,T0008	C009	46.494	0.3066
T0007,T0008	C012	46.050	0.7579
T0007,T0008	C015	37.473	0.5752
T0008	C001	51.876	0.3221
T0008	C002	31.544	0.1708
T0008	C005	62.760	0.6486
T0008	C006	41.725	0.4214
T0008	C007	54.443	0.5401
T0008	C008	49.837	0.2788
T0008	C009	65.431	0.3938
T0008	C012	47.972	0.6904
T0008	C014	39.361	0.2300
T0008	C015	60.651	0.6584
T0008	C016	73.825	0.1152
T0008	C017	67.855	0.3335
T0008,T0009	C001	33.750	0.6366
T0008,T0009	C004	36.107	0.6241
T0008,T0009	C010	50.922	0.8415
T0008,T0009	C013	51.276	0.5048
T0008,T0009	C016	47.988	0.8077
T0009	C001	47.510	0.7831
T0009	C002	48.166	0.4446
T0009	C003	40.893	0.3901
T0009	C004	55.986	0.6432
T0009	C007	35.529	0.4712
T0009	C008	42.296	0.7738
T0009	C010	52.545	0.5721
T0009	C012	46.033	0.6382
T0009	C013	53.264	0.2847
T0009	C017	68.812	0.5626
T0009,T0010	C002	33.339	0.2403
T0009,T0010	C005	48.569	0.2466
T0009,T0010	C011	34.365	0.4098
T0009,T0010,T0011	C002	72.397	0.3028
T0009,T0010,T0011	C005	58.419	0.8202
T0009,T0010,T0011	C017	71.776	0.4462
T0010	C000	66.157	0.3375
T0010	C003	27.216	0.7061
T0010	C006	71.244	0.2932
T0010	C007	39.000	0.3038
T0010	C008	45.303	0.6995
T0010	C009	32.913	0.7564
T0010	C010	50.090	0.4432
T0010	C014	50.149	0.3424
T0010	C016	28.488	0.4115
T0010	C017	63.589	0.3106
T0010,T0011	C003	43.803	0.2058
T0010,T0011	C009	42.169	0.1195
T0010,T0011	C012	30.755	0.3575
T0011	C001	72.171	0.1506
T0011	C007	55.818	0.5780
T0011	C012	81.005	0.1846
T0011	C013	62.815	0.3457
T0011	C014	39.265	0.2890
T0011	C015	55.938	0.7764
T0011	C017	35.303	0.2187
T0011,T0012	C001	52.009	0.4840
T0011,T0012	C010	34.624	0.7984
T0011,T0012	C013	55.835	0.4578
T0011,T0012	C016	34.349	0.2767
T0012	C000	27.145	0.1295
T0012	C001	38.396	0.3176
T0012	C002	48.360	0.3155
T0012	C005	75.331	0.5794
T0012	C007	54.509	0.1299
T0012	C010	76.307	0.5566
T0012	C011	77.267	0.2574
T0012	C014	71.043	0.2609
T0012	C015	47.930	0.6147
T0012	C017	93.128	0.7843
T0012,T0013	C005	37.884	0.3567
T0012,T0013	C008	48.872	0.2887
T0012,T0013	C014	39.678	0.6971
T0012,T0013	C017	34.348	0.1967
T0012,T0013,T0014	C005	74.519	0.6318
T0012,T0013,T0014	C008	53.914	0.6144
T0013	C004	60.569	0.2818
T0013	C005	78.131	0.4232
T0013	C006	55.884	0.2625
T0013	C007	31.723	0.7540
T0013	C008	53.799	0.3763
T0013	C010	38.325	0.5858
T0013	C016	55.559	0.3013
T0013	C017	70.765	0.7177
T0013,T0014	C006	41.890	0.8343
T0013,T0014	C009	52.696	0.4997
T0013,T0014	C012	40.660	0.6998
T0013,T0014	C015	54.126	0.4363
T0014	C000	67.624	0.2855
T0014	C001	56.829	0.6849
T0014	C005	49.596	0.6686
T0014	C006	72.722	0.3034
T0014	C007	61.353	0.3991
T0014	C009	38.237	0.7341
T0014	C010	48.941	0.7341
T0014	C011	51.033	0.4062
T0014	C012	52.895	0.6275
T0014	C013	60.420	0.2089
T0014	C015	53.807	0.6477
T0014	C016	41.569	0.4871
T0014	C017	56.529	0.8221
T0014,T0015	C001	41.375	0.5388
T0014,T0015	C004	52.245	0.4228
T0014,T0015	C013	55.451	0.2278
T0014,T0015	C016	37.487	0.7463
