task_id_list	courier_id	total_score	willingness
T0000	C000	37.986	0.2269
T0000	C002	42.694	0.1760
T0000	C003	46.162	0.4377
T0000	C006	38.571	0.2661
T0000	C007	42.978	0.7235
T0000	C008	59.671	0.3016
T0000	C009	44.627	0.5124
T0000,T0001	C001	51.561	0.5847
T0000,T0001	C004	44.601	0.4554
T0000,T0001	C007	53.338	0.3575
T0000,T0001	C008	55.600	0.7621
T0001	C000	59.872	0.7321
T0001	C001	37.760	0.8000
T0001	C003	44.311	0.8255
T0001	C004	58.614	0.7038
T0001	C005	52.696	0.6258
T0001	C006	45.092	0.1624
T0001	C008	26.247	0.4803
T0001	C009	54.619	0.3854
T0001,T0002	C005	44.175	0.4004
T0001,T0002	C008	49.485	0.3015
T0002	C000	72.985	0.3468
T0002	C003	30.399	0.2426
T0002	C004	50.449	0.5119
T0002	C006	68.420	0.2402
T0002	C007	43.935	0.8203
T0002	C008	37.018	0.7281
T0002	C009	30.289	0.3293
T0002,T0003	C002	61.616	0.2220
T0002,T0003	C005	64.139	0.2925
T0002,T0003	C007	65.079	0.2929
T0003	C003	53.681	0.2201
T0003	C004	41.919	0.7468
T0003	C005	39.497	0.1410
T0003	C007	70.723	0.3939
T0003	C009	56.727	0.8340
T0003,T0004	C002	58.763	0.1107
T0003,T0004	C004	67.268	0.1425
T0003,T0004	C008	58.640	0.1888
T0003,T0004	C009	68.488	0.8255
T0004	C000	47.439	0.3734
T0004	C001	43.282	0.2529
T0004	C002	56.916	0.6643
T0004	C004	67.560	0.2495
T0004	C005	65.450	0.6797
T0004	C008	59.491	0.4364
T0004	C009	67.848	0.7563
T0004,T0005	C006	69.508	0.1957
T0004,T0005	C009	55.106	0.6118
T0005	C000	47.873	0.5702
T0005	C001	31.341	0.6420
T0005	C002	44.002	0.4597
T0005	C003	52.081	0.8358
T0005	C004	58.755	0.7748
T0005	C005	75.164	0.1363
T0005	C006	49.100	0.2230
T0005	C009	58.633	0.4481
