task_id_list	courier_id	total_score	willingness
T0000	C000	33.537	0.5142
T0000	C004	63.124	0.8203
T0000	C005	67.156	0.7702
T0000	C010	82.768	0.3459
T0000	C012	28.496	0.4178
T0000	C013	45.059	0.7777
T0000	C014	55.744	0.8260
T0000	C015	49.425	0.3938
T0000,T0001	C001	55.159	0.4390
T0000,T0001	C010	32.011	0.4506
T0000,T0001	C013	42.511	0.1173
T0000,T0001	C016	52.976	0.4230
T0000,T0001,T0002	C004	73.908	0.5548
T0000,T0001,T0002	C010	52.117	0.6461
T0000,T0001,T0002	C013	54.694	0.7377
T0000,T0001,T0002	C016	75.211	0.2277
T0001	C000	65.617	0.4918
T0001	C001	42.611	0.4818
T0001	C002	47.996	0.4867
T0001	C005	52.902	0.2736
T0001	C008	30.352	0.8424
T0001	C009	39.163	0.1589
T0001	C014	52.467	0.5579
T0001	C015	49.921	0.3204
T0001,T0002	C002	38.174	0.7024
T0001,T0002	C005	45.340	0.6518
T0002	C000	59.783	0.7670
T0002	C003	45.865	0.5357
T0002	C005	32.737	0.4629
T0002	C006	71.395	0.3282
T0002	C007	66.808	0.6850
T0002	C008	30.144	0.2945
T0002	C011	51.816	0.6995
T0002	C016	44.404	0.3678
T0002	C017	40.938	0.7171
T0002,T0003	C006	51.311	0.6907
T0002,T0003	C009	53.749	0.6459
T0002,T0003	C012	43.307	0.4109
T0002,T0003	C015	32.932	0.2006
T0003	C003	33.573	0.6840
T0003	C005	35.588	0.2681
T0003	C006	67.654	0.4265
T0003	C007	65.824	0.4008
T0003	C009	38.768	0.3752
T0003	C010	42.994	0.3919
T0003	C011	35.413	0.4231
T0003	C012	68.013	0.8259
T0003	C013	72.762	0.6715
T0003,T0004	C001	35.662	0.3112
T0003,T0004	C007	34.660	0.2303
T0003,T0004	C016	41.435	0.4431
T0003,T0004,T0005	C001	60.666	0.8150
T0003,T0004,T0005	C004	76.008	0.4510
T0003,T0004,T0005	C016	56.161	0.4330
T0004	C000	47.909	0.4014
T0004	C001	21.133	0.6320
T0004	C008	61.671	0.1174
T0004	C014	59.009	0.5791
T0004	C015	66.656	0.7286
T0004	C016	60.928	0.7517
T0004	C017	81.611	0.7587
T0004,T0005	C005	55.565	0.4647
T0004,T0005	C008	47.074	0.6071
T0004,T0005	C014	37.551	0.4128
T0005	C001	49.812	0.5573
T0005	C002	39.028	0.3878
T0005	C003	42.098	0.4845
T0005	C004	58.020	0.4441
T0005	C009	45.000	0.3208
T0005	C011	57.862	0.8400
T0005	C017	46.959	0.1672
T0005,T0006	C009	42.932	0.1909
T0005,T0006	C012	53.386	0.1153
T0005,T0006	C015	52.484	0.5604
T0006	C000	46.979	0.5643
T0006	C007	66.493	0.5819
T0006	C008	41.633	0.7097
T0006	C009	31.434	0.6400
T0006	C010	59.017	0.1392
T0006	C011	69.789	0.1548
T0006	C012	58.550	0.6215
T0006	C013	57.749	0.4055
T0006,T0007	C001	51.410	0.7216
T0006,T0007	C004	35.240	0.4547
T0006,T0007	C007	51.567	0.1876
T0006,T0007	C010	55.538	0.5181
T0006,T0007	C016	48.889	0.1636
T0006,T0007,T0008	C001	54.042	0.6649
T0006,T0007,T0008	C004	52.071	0.1146
T0006,T0007,T0008	C007	73.892	0.1451
T0006,T0007,T0008	C013	75.269	0.5536
T0007	C002	58.685	0.5852
T0007	C003	47.641	0.4651
T0007	C008	64.159	0.4759
T0007	C012	85.462	0.6883
T0007	C013	64.699	0.7094
T0007	C014	55.230	0.6830
T0007	C017	41.174	0.1289
T0007,T0008	C005	51.391	0.7614
T0007,T0008	C008	54.132	0.6154
T0007,T0008	C011	33.036	0.5925
T0008	C000	43.242	0.8205
T0008	C001	42.285	0.7247
T0008	C004	77.494	0.3818
T0008	C005	69.311	0.6585
T0008	C007	52.236	0.6931
T0008	C008	32.376	0.1497
T0008	C009	63.505	0.7668
T0008	C011	74.231	0.3221
T0008	C016	86.656	0.1763
T0008	C017	68.815	0.6312
T0008,T0009	C000	38.953	0.3408
T0008,T0009	C006	36.600	0.6985
T0008,T0009	C012	39.334	0.2936
T0008,T0009	C015	36.337	0.8134
T0009	C000	29.150	0.4479
T0009	C004	58.744	0.3142
T0009	C005	80.045	0.7967
T0009	C006	44.935	0.7319
T0009	C007	36.668	0.2160
T0009	C008	33.689	0.2291
T0009	C009	37.703	0.1249
T0009	C013	30.260	0.1544
T0009	C016	55.755	0.5434
T0009,T0010	C004	45.512	0.1049
T0009,T0010	C007	34.495	0.4750
T0009,T0010	C010	48.784	0.2005
T0009,T0010	C013	33.945	0.1360
T0009,T0010	C016	35.618	0.4999
T0009,T0010,T0011	C004	52.918	0.2777
T0009,T0010,T0011	C007	65.637	0.7897
T0009,T0010,T0011	C013	65.573	0.6053
T0009,T0010,T0011	C016	73.172	0.5519
T0010	C000	67.285	0.6674
T0010	C003	50.855	0.1112
T0010	C004	46.418	0.4699
T0010	C006	72.544	0.2686
T0010	C007	44.891	0.1462
T0010	C008	59.558	0.6130
T0010	C009	53.545	0.5282
T0010	C010	41.177	0.5143
T0010	C011	68.831	0.5661
T0010	C014	46.243	0.1931
T0010	C017	60.426	0.7189
T0010,T0011	C005	37.430	0.2030
T0010,T0011	C008	38.985	0.4458
T0010,T0011	C011	55.303	0.4581
T0010,T0011	C014	39.687	0.2072
T0011	C000	73.099	0.4933
T0011	C001	65.511	0.3924
T0011	C002	58.994	0.4552
T0011	C003	40.225	0.4604
T0011	C006	78.406	0.6210
T0011	C007	60.425	0.5101
T0011	C008	47.282	0.8264
T0011	C010	53.266	0.2233
T0011	C011	36.689	0.7988
T0011	C014	45.296	0.7666
T0011	C015	37.495	0.5492
T0011	C016	52.959	0.5880
T0011	C017	32.630	0.4119
T0011,T0012	C000	36.980	0.1659
T0011,T0012	C003	47.398	0.7842
T0012	C001	40.513	0.1046
T0012	C002	66.226	0.1477
T0012	C003	48.947	0.8181
T0012	C005	77.673	0.5277
T0012	C006	26.418	0.7409
T0012	C008	62.129	0.5060
T0012	C011	76.594	0.2580
T0012	C013	50.191	0.2762
T0012	C015	52.445	0.4986
T0012	C016	66.207	0.7941
T0012,T0013	C007	51.475	0.7582
T0012,T0013	C010	35.918	0.3507
T0012,T0013	C013	46.681	0.7315
T0012,T0013,T0014	C004	72.158	0.3972
T0012,T0013,T0014	C007	55.418	0.5142
T0012,T0013,T0014	C010	69.972	0.7817
T0012,T0013,T0014	C013	53.732	0.7134
T0013	C001	38.460	0.2591
T0013	C002	38.567	0.7926
T0013	C006	59.766	0.2967
T0013	C007	40.892	0.3740
T0013	C008	39.343	0.3308
T0013	C009	56.247	0.5967
T0013	C010	48.239	0.1298
T0013	C014	48.963	0.4848
T0013	C015	53.544	0.6658
T0013	C017	70.370	0.4786
T0013,T0014	C002	48.430	0.2042
T0013,T0014	C008	48.692	0.6650
T0013,T0014	C011	30.997	0.6441
T0013,T0014	C014	46.404	0.2536
T0013,T0014	C017	47.057	0.5409
T0014	C000	51.433	0.1404
T0014	C003	45.707	0.6493
T0014	C004	51.106	0.2545
T0014	C007	58.133	0.5377
T0014	C011	36.238	0.6351
T0014	C012	60.344	0.3226
T0014	C013	48.438	0.2131
T0014	C016	54.633	0.7752
T0014,T0015	C003	36.990	0.1003
T0014,T0015	C006	46.591	0.3742
T0014,T0015	C009	43.207	0.4153
T0014,T0015	C012	32.809	0.3357
T0015	C000	73.223	0.4453
T0015	C001	74.905	0.3156
T0015	C002	57.986	0.1265
T0015	C008	51.613	0.3565
T0015	C010	42.819	0.8413
T0015	C012	67.894	0.8427
T0015	C013	61.018	0.4388
T0015	C014	50.237	0.4560
T0015	C016	50.383	0.6831
T0015	C017	59.568	0.1684
T0015,T0016	C004	50.689	0.1705
T0015,T0016	C007	36.469	0.7674
T0015,T0016	C010	48.298	0.1677
T0015,T0016	C013	39.563	0.7173
T0015,T0016,T0017	C001	54.716	0.4252
T0015,T0016,T0017	C004	70.732	0.5759
T0015,T0016,T0017	C010	65.765	0.7314
T0015,T0016,T0017	C013	60.349	0.1590
T0016	C002	73.751	0.4729
T0016	C003	70.836	0.6426
T0016	C004	42.728	0.2696
T0016	C005	35.155	0.4568
T0016	C012	95.970	0.7759
T0016,T0017	C002	51.960	0.5931
T0016,T0017	C011	39.875	0.2432
T0016,T0017	C017	46.622	0.2039
T0017	C001	31.650	0.4984
T0017	C004	72.175	0.1343
T0017	C006	53.198	0.3369
T0017	C008	24.737	0.6026
T0017	C009	50.799	0.5110
T0017	C010	66.913	0.6288
T0017	C013	31.488	0.1018
T0017	C014	38.480	0.4400
T0017	C016	62.517	0.3148
T0017	C017	75.212	0.7352
T0017,T0018	C006	50.558	0.2822
T0017,T0018	C009	55.007	0.2169
T0017,T0018	C012	31.480	0.3027
T0017,T0018	C015	39.261	0.4434
T0018	C000	38.989	0.1516
T0018	C001	54.589	0.3004
T0018	C003	40.189	0.6314
T0018	C005	57.375	0.1065
T0018	C010	56.158	0.4592
T0018	C011	72.807	0.3621
T0018	C012	39.684	0.5006
T0018	C013	40.363	0.4609
T0018	C014	33.593	0.4835
T0018	C015	28.844	0.1092
T0018	C016	56.125	0.4483
T0018,T0019	C013	35.380	0.3162
T0018,T0019	C016	48.027	0.6615
T0018,T0019,T0020	C013	66.173	0.5207
T0018,T0019,T0020	C016	70.644	0.1881
T0019	C000	61.636	0.5410
T0019	C001	56.847	0.4030
T0019	C002	44.385	0.4719
