task_id_list	courier_id	total_score	willingness
T0000	C001	46.508	0.6581
T0000	C002	58.190	0.5113
T0000	C003	50.913	0.6813
T0000	C005	66.640	0.8487
T0000	C006	18.615	0.7499
T0000	C007	41.327	0.4164
T0000	C008	54.574	0.3837
T0000	C009	61.792	0.7686
T0000	C012	23.813	0.2466
T0000	C015	44.566	0.3806
T0000,T0001	C001	45.483	0.1943
T0000,T0001	C004	55.017	0.4774
T0000,T0001	C016	46.382	0.3797
T0000,T0001,T0002	C001	53.178	0.7294
T0000,T0001,T0002	C004	75.015	0.7136
T0001	C000	62.296	0.6936
T0001	C004	36.883	0.5785
T0001	C005	65.008	0.3007
T0001	C006	44.460	0.4634
T0001	C007	30.884	0.1936
T0001	C008	48.132	0.6855
T0001	C009	41.389	0.7597
T0001	C012	64.490	0.1292
T0001	C014	37.613	0.2175
T0001,T0002	C008	41.519	0.1057
T0001,T0002	C011	37.079	0.1094
T0001,T0002	C014	51.913	0.4445
T0001,T0002	C017	44.831	0.3034
T0002	C000	65.251	0.7885
T0002	C002	31.898	0.1516
T0002	C007	51.124	0.3012
T0002	C008	38.859	0.1384
T0002	C011	47.071	0.3838
T0002	C012	78.476	0.1164
T0002	C013	46.351	0.5693
T0002	C014	45.950	0.7773
T0002	C015	51.430	0.4442
T0002,T0003	C000	34.761	0.7086
T0002,T0003	C009	51.097	0.8181
T0002,T0003	C015	38.004	0.7037
T0003	C000	77.051	0.2809
T0003	C005	54.491	0.7442
T0003	C006	55.227	0.2062
T0003	C008	63.409	0.3902
T0003	C011	50.145	0.7475
T0003	C014	70.055	0.6729
T0003	C016	35.142	0.6561
T0003	C017	33.004	0.5277
T0003,T0004	C004	32.373	0.6452
T0003,T0004	C007	41.552	0.5435
T0003,T0004	C010	31.134	0.4638
T0003,T0004,T0005	C004	62.250	0.1994
T0003,T0004,T0005	C007	70.564	0.7008
T0003,T0004,T0005	C016	75.357	0.7298
T0004	C000	48.490	0.4811
T0004	C003	64.881	0.2073
T0004	C004	58.118	0.2359
T0004	C005	73.081	0.6310
T0004	C007	31.757	0.5700
T0004	C011	88.635	0.5460
T0004	C013	40.051	0.1490
T0004	C017	92.423	0.7491
T0004,T0005	C011	52.238	0.3376
