task_id_list	courier_id	total_score	willingness
T0000	C002	64.734	0.8409
T0000	C006	31.290	0.8485
T0000	C007	34.580	0.7061
T0000	C008	48.831	0.4253
T0000	C009	51.102	0.1098
T0000	C011	91.634	0.2265
T0000	C012	27.178	0.4058
T0000	C014	50.089	0.2357
T0000,T0001	C007	32.457	0.1155
T0000,T0001	C010	41.514	0.1626
T0000,T0001	C016	34.608	0.5671
T0000,T0001,T0002	C004	52.487	0.3386
T0000,T0001,T0002	C007	71.787	0.4153
T0000,T0001,T0002	C010	73.637	0.7440
T0000,T0001,T0002	C013	72.446	0.5122
T0001	C000	45.764	0.2754
T0001	C003	61.028	0.1882
T0001	C004	39.162	0.5683
T0001	C005	68.096	0.1804
T0001	C010	53.701	0.3241
T0001	C011	66.596	0.6367
T0001	C012	52.736	0.3434
T0001	C013	28.018	0.7229
T0001	C014	41.344	0.5837
T0001,T0002	C002	36.168	0.2239
T0001,T0002	C008	54.025	0.5175
T0001,T0002	C011	40.021	0.5572
T0001,T0002	C014	32.881	0.6444
T0001,T0002	C017	30.330	0.5007
T0002	C000	68.726	0.2681
T0002	C001	72.325	0.3633
T0002	C002	34.334	0.2303
T0002	C003	39.400	0.5697
T0002	C005	40.884	0.5901
T0002	C009	52.654	0.3658
T0002	C010	41.619	0.1490
T0002	C016	53.335	0.5853
T0002	C017	46.797	0.2523
T0002,T0003	C003	42.039	0.5705
T0002,T0003	C006	54.062	0.8251
T0002,T0003	C012	55.606	0.6258
T0002,T0003	C015	44.088	0.1257
T0003	C001	68.873	0.6461
T0003	C002	69.609	0.6833
T0003	C003	50.627	0.7836
T0003	C004	48.408	0.3679
T0003	C005	44.045	0.2662
T0003	C006	65.101	0.7254
T0003	C007	60.785	0.1950
T0003	C008	57.905	0.7360
T0003	C009	39.349	0.5783
T0003	C010	46.968	0.5421
T0003	C011	52.945	0.6778
T0003	C016	53.654	0.5765
T0003,T0004	C001	38.269	0.6119
T0003,T0004	C004	51.346	0.5426
T0003,T0004	C010	37.741	0.5892
T0003,T0004	C013	41.202	0.5166
T0003,T0004,T0005	C001	57.615	0.5204
T0003,T0004,T0005	C010	53.900	0.5824
T0003,T0004,T0005	C013	60.978	0.5020
T0004	C003	60.352	0.3020
T0004	C004	64.741	0.3079
T0004	C005	72.540	0.6416
T0004	C008	51.099	0.3102
T0004	C009	66.823	0.4890
T0004	C010	48.786	0.2176
T0004	C011	88.049	0.1318
T0004	C013	24.139	0.1565
T0004	C014	68.922	0.7480
T0004	C015	60.189	0.5187
T0004,T0005	C002	45.415	0.7193
T0004,T0005	C008	33.092	0.3373
T0004,T0005	C017	54.464	0.5853
T0005	C000	49.235	0.7848
T0005	C002	39.465	0.7115
T0005	C003	53.699	0.2326
T0005	C004	60.076	0.5399
T0005	C006	41.720	0.1911
T0005	C007	51.738	0.5393
T0005	C014	38.344	0.3447
T0005	C015	60.091	0.4901
T0005	C016	72.768	0.8467
T0005,T0006	C006	33.590	0.6562
T0005,T0006	C009	55.080	0.6807
T0005,T0006	C012	50.841	0.2582
T0006	C000	63.256	0.6866
T0006	C001	48.916	0.2729
