task_id_list	courier_id	total_score	willingness
T0000	C000	31.467	0.2156
T0000	C001	29.597	0.3037
T0000	C019	56.017	0.2265
T0000	C030	33.120	0.5471
T0000	C037	50.938	0.1589
T0000	C040	67.269	0.6371
T0000	C045	68.550	0.5806
T0000	C049	47.606	0.1645
T0000,T0001	C002	55.393	0.6765
T0000,T0001	C005	30.886	0.1731
T0000,T0001	C008	42.977	0.1162
T0000,T0001	C011	43.854	0.3651
T0000,T0001	C014	35.560	0.3800
T0000,T0001	C017	55.302	0.4131
T0000,T0001	C023	53.952	0.7793
T0000,T0001	C044	41.426	0.4849
T0000,T0001	C049	39.038	0.6500
T0000,T0001,T0002	C002	51.850	0.4440
T0000,T0001,T0002	C011	70.661	0.8396
T0000,T0001,T0002	C014	67.264	0.2863
T0000,T0001,T0002	C020	65.977	0.5184
T0000,T0001,T0002	C023	73.507	0.4174
T0000,T0001,T0002	C026	74.931	0.2605
T0000,T0001,T0002	C029	62.196	0.2227
T0000,T0001,T0002	C049	70.052	0.4149
T0001	C001	53.074	0.6325
T0001	C004	57.012	0.4611
T0001	C005	53.309	0.6594
T0001	C006	59.972	0.2545
T0001	C007	43.761	0.5114
T0001	C014	24.976	0.2914
T0001	C016	46.937	0.6323
T0001	C027	52.874	0.6490
T0001	C031	26.364	0.7952
T0001	C032	36.137	0.5251
T0001	C040	63.265	0.7556
T0001,T0002	C006	46.869	0.3467
T0001,T0002	C009	40.987	0.6161
T0001,T0002	C012	32.104	0.4441
T0001,T0002	C018	52.042	0.1537
T0001,T0002	C021	36.906	0.8213
T0001,T0002	C027	34.377	0.1192
T0001,T0002	C039	48.939	0.2684
T0002	C000	55.812	0.6418
T0002	C003	22.778	0.1554
T0002	C008	49.987	0.1557
T0002	C009	39.416	0.4395
T0002	C010	43.877	0.7437
T0002	C011	52.830	0.7554
T0002	C016	50.284	0.3063
T0002	C018	51.279	0.8368
T0002	C019	48.526	0.5171
T0002	C027	43.744	0.1743
T0002	C033	45.013	0.6341
T0002	C037	46.935	0.4027
T0002	C039	42.368	0.7423
T0002	C040	59.117	0.2596
T0002	C044	24.840	0.6968
T0002	C048	55.395	0.4238
T0002	C049	50.146	0.3775
T0002,T0003	C008	52.414	0.6431
T0002,T0003	C013	33.643	0.2577
T0002,T0003	C016	42.996	0.2654
T0002,T0003	C019	45.487	0.5679
T0002,T0003	C022	45.349	0.2027
T0002,T0003	C025	46.556	0.6222
T0002,T0003	C031	36.453	0.2123
T0002,T0003	C034	52.371	0.3765
T0002,T0003	C040	41.616	0.5946
T0002,T0003	C043	42.317	0.5151
T0003	C004	35.558	0.5419
T0003	C005	43.532	0.5460
T0003	C006	83.322	0.2881
T0003	C012	80.956	0.8108
T0003	C014	47.786	0.4048
T0003	C015	55.743	0.1963
T0003	C016	35.712	0.1708
T0003	C025	57.642	0.6090
T0003	C038	41.857	0.6509
T0003	C043	66.909	0.8076
T0003	C048	55.392	0.2746
T0003	C049	58.003	0.7108
T0003,T0004	C000	47.620	0.8212
T0003,T0004	C006	54.861	0.3575
T0003,T0004	C009	44.231	0.6871
T0003,T0004	C012	42.039	0.4742
T0003,T0004	C020	42.497	0.4442
T0003,T0004	C023	52.582	0.4486
T0003,T0004	C026	30.249	0.8375
T0003,T0004	C029	41.190	0.5332
T0003,T0004	C032	39.457	0.2610
T0003,T0004	C035	51.788	0.2934
T0003,T0004	C044	46.752	0.1054
T0003,T0004	C047	52.141	0.4806
T0003,T0004,T0005	C020	72.330	0.7808
T0003,T0004,T0005	C023	60.331	0.1237
T0003,T0004,T0005	C029	74.448	0.7586
T0003,T0004,T0005	C041	73.012	0.1286
T0003,T0004,T0005	C044	64.214	0.7905
T0004	C004	59.022	0.5900
T0004	C005	83.740	0.6690
T0004	C006	29.971	0.3566
T0004	C014	57.144	0.2811
T0004	C016	63.061	0.5154
T0004	C019	55.556	0.2495
T0004	C020	52.412	0.7711
T0004	C021	59.844	0.4547
T0004	C023	89.495	0.3342
T0004	C024	46.212	0.7591
T0004	C026	47.485	0.3890
T0004	C028	75.402	0.3456
T0004	C033	59.458	0.2204
T0004	C043	56.059	0.7703
T0004	C048	53.323	0.2696
T0004,T0005	C004	42.932	0.4290
T0004,T0005	C010	46.358	0.4856
T0004,T0005	C022	50.865	0.5111
T0004,T0005	C027	41.269	0.2368
T0004,T0005	C030	46.938	0.3839
T0004,T0005	C033	39.410	0.1447
T0004,T0005	C036	30.189	0.1140
T0004,T0005	C042	31.101	0.7181
T0004,T0005	C048	48.153	0.4695
T0005	C003	38.444	0.3435
T0005	C005	47.178	0.7818
T0005	C010	47.482	0.2129
T0005	C011	67.522	0.3126
T0005	C012	40.836	0.1817
T0005	C013	46.720	0.4740
T0005	C015	44.119	0.2415
T0005	C016	53.141	0.1689
T0005	C017	57.685	0.8381
T0005	C024	41.904	0.8085
T0005	C025	19.782	0.6780
T0005	C026	52.845	0.5172
T0005	C028	47.765	0.3372
T0005	C030	29.296	0.6576
T0005	C031	40.705	0.2129
T0005	C032	47.138	0.2644
T0005	C039	46.608	0.5208
T0005	C042	26.383	0.7095
T0005	C046	60.897	0.5951
T0005	C047	45.446	0.8376
T0005	C049	34.611	0.2091
T0005,T0006	C002	51.978	0.6686
T0005,T0006	C005	53.893	0.2769
T0005,T0006	C008	39.289	0.3895
T0005,T0006	C011	53.563	0.2684
T0005,T0006	C014	32.365	0.4237
T0005,T0006	C017	44.517	0.6923
T0005,T0006	C026	52.931	0.7324
T0005,T0006	C034	41.366	0.2054
T0005,T0006	C037	38.165	0.7134
T0005,T0006	C046	35.033	0.6637
T0005,T0006	C049	33.108	0.2435
T0006	C004	29.599	0.7736
T0006	C005	40.432	0.4753
T0006	C007	60.325	0.8328
T0006	C011	50.860	0.7101
T0006	C016	39.753	0.2583
T0006	C024	50.801	0.7882
T0006	C029	51.223	0.4256
T0006	C030	55.518	0.2956
T0006	C031	39.772	0.8073
T0006	C035	56.359	0.2623
T0006	C040	58.224	0.7510
T0006	C041	50.945	0.4624
T0006	C044	42.848	0.2978
T0006	C047	60.408	0.1126
T0006,T0007	C003	45.591	0.6606
T0006,T0007	C006	38.505	0.7521
