task_id_list	courier_id	total_score	willingness
T0000	C004	68.241	0.5501
T0000	C006	25.343	0.7061
T0000	C007	33.522	0.3113
T0000	C009	44.599	0.3916
T0000	C010	75.736	0.4835
T0000	C011	81.081	0.8274
T0000	C013	52.433	0.5441
T0000	C014	49.683	0.1576
T0000,T0001	C003	54.297	0.5690
T0000,T0001	C009	50.786	0.1557
T0000,T0001	C012	33.775	0.7535
T0000,T0001,T0002	C009	67.123	0.4932
T0000,T0001,T0002	C012	72.265	0.1604
T0000,T0001,T0002	C015	59.470	0.4531
T0001	C000	62.683	0.8465
T0001	C001	29.464	0.2637
T0001	C003	40.737	0.1893
T0001	C004	56.030	0.3207
T0001	C006	58.237	0.3624
T0001	C008	32.487	0.2343
T0001	C009	51.201	0.2600
T0001	C011	71.037	0.5722
T0001	C014	50.790	0.6696
T0001	C015	62.726	0.8330
T0001	C016	34.904	0.6757
T0001	C017	78.843	0.4939
T0001,T0002	C001	38.607	0.8125
T0001,T0002	C004	42.207	0.8294
T0001,T0002	C007	30.805	0.6219
T0001,T0002	C016	35.828	0.4699
T0002	C000	71.514	0.2404
T0002	C001	66.585	0.6025
T0002	C002	39.998	0.3436
T0002	C003	40.805	0.8110
T0002	C007	61.890	0.2373
T0002	C008	38.813	0.3848
T0002	C010	58.689	0.7917
T0002	C012	72.052	0.6419
T0002	C013	52.140	0.8276
T0002	C017	48.978	0.5936
T0002,T0003	C002	34.243	0.1548
T0002,T0003	C005	53.221	0.5834
T0002,T0003	C008	37.128	0.1710
T0002,T0003	C011	41.641	0.1147
T0002,T0003	C017	31.447	0.2820
T0003	C000	57.158	0.1456
T0003	C005	38.488	0.4757
T0003	C006	68.393	0.6289
T0003	C007	73.829	0.6091
T0003	C008	57.637	0.5512
T0003	C009	47.821	0.2033
T0003	C011	45.222	0.2058
T0003	C012	56.193	0.5277
T0003	C014	70.549	0.7566
T0003,T0004	C003	45.064	0.6782
T0003,T0004	C012	46.249	0.5797
T0003,T0004	C015	42.735	0.4881
T0003,T0004,T0005	C000	63.287	0.6562
T0003,T0004,T0005	C003	54.838	0.5361
T0003,T0004,T0005	C012	58.641	0.8314
T0003,T0004,T0005	C015	69.792	0.7565
T0004	C001	19.536	0.3198
T0004	C002	62.444	0.3504
T0004	C005	83.743	0.8105
T0004	C009	72.700	0.2907
T0004	C011	86.325	0.4221
T0004	C012	32.111	0.7487
T0004	C013	34.731	0.3171
T0004	C014	52.254	0.6304
T0004	C015	70.983	0.3428
T0004	C016	48.144	0.4647
T0004,T0005	C001	42.760	0.5496
T0004,T0005	C004	38.282	0.1729
T0005	C000	58.180	0.7431
T0005	C002	18.846	0.4108
T0005	C003	52.895	0.2899
T0005	C005	62.522	0.4874
T0005	C006	61.613	0.2650
T0005	C007	56.225	0.7013
T0005	C009	52.800	0.3187
T0005	C011	56.402	0.2041
T0005	C012	39.917	0.4450
T0005	C016	75.099	0.6984
T0005	C017	58.758	0.8246
T0005,T0006	C002	53.422	0.2292
T0005,T0006	C005	51.381	0.3243
T0005,T0006	C008	36.507	0.4959
T0005,T0006	C011	52.025	0.7741
T0005,T0006	C014	42.925	0.2988
T0005,T0006	C017	35.193	0.3955
T0006	C001	52.383	0.6760
T0006	C002	61.456	0.5988
T0006	C003	19.313	0.2367
T0006	C004	44.898	0.2583
T0006	C005	59.046	0.7919
T0006	C007	55.249	0.4804
T0006	C008	47.709	0.2544
T0006	C010	49.368	0.6945
T0006	C012	43.883	0.2796
T0006	C013	45.626	0.1909
T0006	C016	47.388	0.7147
T0006	C017	58.253	0.4103
T0006,T0007	C000	38.628	0.4141
T0006,T0007	C012	39.230	0.4445
T0006,T0007	C015	35.670	0.1403
T0006,T0007,T0008	C000	71.433	0.2529
T0006,T0007,T0008	C003	53.161	0.1297
T0006,T0007,T0008	C006	64.766	0.2534
T0006,T0007,T0008	C015	75.007	0.2834
T0007	C001	61.401	0.6741
T0007	C003	64.568	0.2390
T0007	C005	33.865	0.8259
T0007	C008	70.894	0.2964
T0007	C009	62.949	0.1375
T0007	C010	17.594	0.7507
T0007,T0008	C004	35.504	0.5881
T0007,T0008	C007	36.828	0.1695
T0007,T0008	C013	49.959	0.4258
T0008	C000	50.995	0.1489
T0008	C005	73.741	0.5194
T0008	C006	38.285	0.6035
T0008	C009	62.549	0.1156
T0008	C013	44.746	0.1218
T0008	C014	52.846	0.4737
T0008	C015	76.008	0.4421
T0008	C016	80.717	0.6789
T0008	C017	63.844	0.6972
T0008,T0009	C011	50.123	0.4461
T0008,T0009	C014	38.410	0.1307
T0009	C000	53.263	0.3574
T0009	C001	50.434	0.2521
T0009	C002	33.542	0.5254
T0009	C006	38.403	0.1793
T0009	C007	44.754	0.6534
