task_id_list	courier_id	total_score	willingness
T0000	C002	51.252	0.5250
T0000	C004	60.960	0.4602
T0000	C005	84.869	0.2839
T0000	C008	44.855	0.4911
T0000	C010	80.974	0.1080
T0000	C011	78.019	0.7256
T0000	C012	27.912	0.2286
T0000	C013	57.588	0.7100
T0000	C016	70.787	0.3640
T0000,T0001	C002	32.977	0.3038
T0000,T0001	C005	35.906	0.4180
T0000,T0001	C011	53.915	0.6233
T0000,T0001	C014	47.998	0.4017
T0000,T0001	C017	40.522	0.3107
T0000,T0001,T0002	C002	72.698	0.3521
T0000,T0001,T0002	C008	59.877	0.8457
T0000,T0001,T0002	C011	72.721	0.7561
T0000,T0001,T0002	C014	63.719	0.6305
T0001	C000	66.897	0.1006
T0001	C001	47.050	0.1658
T0001	C005	64.962	0.8306
T0001	C006	60.094	0.1177
T0001	C010	47.504	0.2318
T0001	C013	19.264	0.5107
T0001	C015	42.370	0.6515
T0001	C016	49.057	0.7211
T0001	C017	68.268	0.3250
T0001,T0002	C000	45.091	0.6771
T0001,T0002	C003	51.728	0.7845
T0001,T0002	C006	44.663	0.6730
T0001,T0002	C012	43.591	0.1872
T0002	C001	60.622	0.3816
T0002	C003	46.767	0.2465
T0002	C004	42.209	0.6613
T0002	C005	45.030	0.5997
T0002	C006	75.808	0.3809
T0002	C008	30.715	0.5533
T0002	C010	35.821	0.5411
T0002	C012	75.714	0.2709
T0002	C015	47.528	0.7480
T0002	C016	57.270	0.4327
T0002	C017	48.857	0.7885
T0002,T0003	C007	51.480	0.7041
T0002,T0003	C010	41.672	0.6780
T0002,T0003	C016	30.062	0.4357
T0003	C005	48.506	0.8146
T0003	C008	72.360	0.5572
T0003	C009	53.401	0.7248
T0003	C010	43.944	0.7326
T0003	C011	49.818	0.1655
T0003	C016	38.046	0.1628
T0003	C017	43.522	0.3006
T0003,T0004	C005	46.110	0.8181
T0003,T0004	C014	31.662	0.1770
T0003,T0004	C017	50.307	0.3171
T0003,T0004,T0005	C005	58.012	0.2472
T0003,T0004,T0005	C014	69.835	0.1373
T0003,T0004,T0005	C017	70.900	0.3198
T0004	C003	59.727	0.5355
T0004	C009	71.324	0.4286
T0004	C010	71.295	0.2080
T0004	C011	87.341	0.7127
T0004	C012	46.074	0.7419
T0004	C013	37.194	0.1314
T0004	C014	55.425	0.7276
T0004	C015	75.273	0.1843
T0004	C016	53.807	0.4899
T0004	C017	75.052	0.3854
T0004,T0005	C003	41.658	0.2994
T0004,T0005	C006	49.593	0.6975
T0004,T0005	C009	44.885	0.2438
T0004,T0005	C012	48.180	0.6036
T0005	C000	66.191	0.2637
T0005	C001	34.724	0.4511
T0005	C002	18.552	0.2518
T0005	C004	50.596	0.5142
T0005	C007	32.143	0.7397
T0005	C008	42.405	0.3946
T0005	C010	61.219	0.7202
T0005	C011	48.773	0.6660
T0005	C012	41.881	0.2249
T0005	C016	49.629	0.2007
T0005	C017	55.338	0.2180
T0005,T0006	C010	55.181	0.7321
T0005,T0006	C013	38.794	0.4874
T0006	C001	51.478	0.7291
T0006	C004	43.081	0.2402
T0006	C005	49.479	0.6369
T0006	C006	52.281	0.1878
T0006	C007	65.042	0.3604
T0006	C009	39.370	0.3041
T0006	C010	52.468	0.4855
T0006	C014	59.154	0.3855
T0006	C016	55.932	0.4077
T0006,T0007	C002	38.052	0.7717
T0006,T0007	C005	39.918	0.8460
T0006,T0007	C008	54.164	0.6428
T0006,T0007	C017	36.325	0.1223
T0006,T0007,T0008	C002	55.154	0.5374
T0006,T0007,T0008	C011	56.515	0.5448
T0006,T0007,T0008	C017	66.722	0.3415
T0007	C000	69.436	0.6448
T0007	C001	45.416	0.1954
T0007	C003	56.832	0.1186
T0007	C005	41.712	0.5387
T0007	C006	64.666	0.8037
T0007	C008	59.767	0.4252
T0007	C010	31.826	0.2985
T0007	C011	35.419	0.7567
T0007	C012	87.651	0.3027
T0007	C016	27.232	0.7616
T0007,T0008	C006	37.627	0.4679
T0007,T0008	C009	39.912	0.7422
T0007,T0008	C015	47.149	0.6991
T0008	C000	42.181	0.2209
T0008	C001	56.950	0.4458
T0008	C004	74.607	0.4805
T0008	C006	47.265	0.2876
T0008	C011	73.783	0.6604
T0008	C013	39.825	0.6625
T0008	C014	34.612	0.6109
T0008	C015	71.657	0.2177
T0008	C016	77.597	0.5135
T0008	C017	62.527	0.7371
T0008,T0009	C001	31.029	0.7764
T0008,T0009	C010	53.291	0.8301
T0008,T0009	C013	46.540	0.5165
T0008,T0009	C016	54.014	0.1091
T0009	C002	55.048	0.6224
T0009	C003	45.120	0.3044
T0009	C004	55.404	0.3440
T0009	C007	32.511	0.6628
T0009	C008	38.871	0.1035
T0009	C009	32.493	0.5147
T0009	C010	67.396	0.4741
T0009	C012	38.897	0.6647
T0009	C014	48.505	0.2693
T0009	C017	81.137	0.3192
T0009,T0010	C002	37.211	0.4678
T0009,T0010	C005	38.672	0.2304
T0009,T0010	C008	49.001	0.3970
T0009,T0010	C011	40.383	0.6985
T0009,T0010	C014	39.998	0.3086
T0009,T0010,T0011	C002	68.347	0.6128
T0009,T0010,T0011	C005	74.516	0.7278
T0009,T0010,T0011	C008	69.577	0.1957
T0009,T0010,T0011	C011	55.828	0.2951
T0009,T0010,T0011	C014	63.220	0.2449
T0009,T0010,T0011	C017	57.383	0.4956
T0010	C001	37.724	0.1492
T0010	C003	40.933	0.5596
T0010	C005	52.036	0.3941
T0010	C006	69.326	0.8283
T0010	C007	48.727	0.4457
T0010	C008	55.324	0.2889
T0010	C009	32.395	0.5068
T0010	C012	59.758	0.3158
T0010	C013	37.326	0.3151
T0010	C015	39.518	0.2005
T0010,T0011	C006	51.935	0.3604
T0010,T0011	C009	45.687	0.5184
T0010,T0011	C012	41.757	0.5360
T0010,T0011	C015	46.702	0.1389
T0011	C002	38.202	0.3278
T0011	C003	59.451	0.2196
T0011	C009	44.183	0.2638
