task_id_list	courier_id	total_score	willingness
T0000	C000	31.602	0.8144
T0000	C001	33.221	0.3905
T0000	C006	39.545	0.4901
T0000	C008	52.597	0.1832
T0000	C011	88.515	0.6700
T0000	C012	36.196	0.8423
T0000	C013	49.868	0.4448
T0000	C015	58.823	0.1555
T0000	C016	73.290	0.7399
T0000	C017	71.619	0.3064
T0000,T0001	C000	53.332	0.5973
T0000,T0001	C009	33.764	0.7407
T0000,T0001	C012	52.653	0.4369
T0000,T0001	C015	33.464	0.7418
T0000,T0001,T0002	C000	72.831	0.5605
T0000,T0001,T0002	C003	68.380	0.7118
T0000,T0001,T0002	C006	68.574	0.1863
T0000,T0001,T0002	C012	53.496	0.6746
T0000,T0001,T0002	C015	71.104	0.8166
T0001	C000	53.090	0.2709
T0001	C001	40.424	0.1761
T0001	C002	50.484	0.5697
T0001	C003	42.626	0.7131
T0001	C004	42.156	0.4386
T0001	C008	41.912	0.4631
T0001	C009	49.464	0.7655
T0001	C012	52.401	0.2730
T0001	C013	41.894	0.6339
T0001	C014	36.078	0.3343
T0001	C017	64.549	0.2178
T0001,T0002	C004	52.877	0.6107
T0001,T0002	C007	42.216	0.4096
T0001,T0002	C013	42.194	0.6374
T0002	C000	77.287	0.7735
T0002	C001	71.023	0.6452
T0002	C003	47.297	0.2864
T0002	C007	71.321	0.7164
T0002	C008	27.819	0.5475
T0002	C009	30.758	0.7832
T0002	C015	40.711	0.4352
T0002	C016	42.584	0.6487
T0002	C017	34.314	0.3308
T0002,T0003	C002	37.290	0.4921
T0002,T0003	C005	41.057	0.5653
T0002,T0003	C011	51.989	0.6045
T0002,T0003	C014	45.122	0.2915
T0003	C000	59.190	0.3731
T0003	C001	80.488	0.3977
T0003	C003	54.364	0.1146
T0003	C004	43.315	0.8189
T0003	C006	54.625	0.6780
T0003	C009	31.765	0.4704
T0003	C011	37.821	0.6806
T0003	C012	75.036	0.8232
T0003	C013	66.669	0.2795
T0003	C014	71.979	0.4028
T0003	C015	30.626	0.4288
T0003	C016	34.413	0.5160
T0003	C017	50.492	0.4799
T0003,T0004	C000	52.420	0.2982
T0003,T0004	C003	33.833	0.4397
T0003,T0004	C009	39.496	0.1830
T0003,T0004,T0005	C000	66.261	0.2322
T0003,T0004,T0005	C003	54.130	0.7837
T0003,T0004,T0005	C009	75.921	0.7608
T0004	C000	47.807	0.3571
T0004	C001	44.800	0.4583
T0004	C004	55.841	0.8236
T0004	C007	30.769	0.2947
T0004	C009	51.711	0.3199
T0004	C011	91.835	0.3821
T0004	C012	52.932	0.5723
T0004	C013	38.489	0.3516
T0004	C015	52.592	0.1053
T0004	C017	91.861	0.2579
T0004,T0005	C004	41.206	0.1601
T0004,T0005	C007	43.900	0.1443
T0004,T0005	C010	41.011	0.5895
T0005	C000	46.933	0.1623
T0005	C002	28.252	0.1778
T0005	C004	71.625	0.1487
T0005	C005	66.340	0.4318
T0005	C006	41.586	0.5053
T0005	C012	38.903	0.6692
T0005	C016	67.541	0.6857
T0005	C017	58.175	0.7145
T0005,T0006	C008	37.199	0.8092
T0005,T0006	C014	38.945	0.2176
T0005,T0006	C017	40.334	0.6321
T0006	C001	69.649	0.7930
T0006	C004	40.207	0.5298
T0006	C006	51.438	0.5016
T0006	C009	38.925	0.8234
T0006	C010	58.673	0.2353
T0006	C011	66.010	0.6910
T0006	C012	41.996	0.3931
T0006	C016	58.893	0.2569
T0006	C017	58.219	0.1566
T0006,T0007	C003	47.935	0.2330
T0006,T0007	C006	40.021	0.6026
T0006,T0007	C012	53.675	0.2360
T0006,T0007,T0008	C000	74.338	0.4829
T0006,T0007,T0008	C003	50.965	0.2306
T0006,T0007,T0008	C006	59.770	0.6300
T0006,T0007,T0008	C009	60.744	0.3314
T0006,T0007,T0008	C015	54.305	0.4025
T0007	C003	44.471	0.5681
T0007	C006	86.418	0.3913
T0007	C008	59.261	0.5352
T0007	C010	39.578	0.7556
T0007	C011	34.597	0.8087
T0007	C014	58.454	0.2292
T0007	C015	61.368	0.4622
T0007	C016	38.434	0.8097
T0007,T0008	C001	49.042	0.8414
T0007,T0008	C007	31.122	0.7021
T0007,T0008	C010	37.632	0.6423
T0007,T0008	C013	52.952	0.7964
T0007,T0008	C016	31.034	0.1268
T0008	C001	59.013	0.5263
T0008	C002	33.873	0.6962
T0008	C003	64.392	0.3975
T0008	C004	59.418	0.6508
T0008	C005	66.267	0.2513
T0008	C008	56.739	0.3064
T0008	C010	73.794	0.1786
T0008	C011	77.472	0.4631
T0008	C012	51.557	0.7658
T0008	C016	75.947	0.5573
T0008,T0009	C002	41.649	0.3809
T0008,T0009	C011	53.024	0.1068
T0008,T0009	C017	48.903	0.2869
T0009	C000	31.874	0.4360
T0009	C006	37.596	0.5245
T0009	C007	47.065	0.5926
T0009	C008	39.600	0.2145
T0009	C009	53.354	0.3096
T0009	C010	58.397	0.2598
T0009	C012	41.867	0.4075
T0009	C017	72.583	0.5419
T0009,T0010	C000	42.857	0.5587
T0009,T0010	C006	51.525	0.7463
T0009,T0010	C009	51.656	0.4159
T0009,T0010	C012	47.196	0.3404
T0009,T0010,T0011	C000	60.774	0.3768
T0009,T0010,T0011	C003	54.469	0.7017
T0009,T0010,T0011	C006	66.551	0.4021
T0009,T0010,T0011	C009	63.475	0.3592
T0010	C000	62.900	0.5791
T0010	C003	43.002	0.1456
T0010	C005	54.451	0.1600
T0010	C009	50.730	0.7594
T0010	C011	53.034	0.1340
T0010	C012	63.808	0.5969
T0010	C013	32.750	0.6569
T0010	C015	30.754	0.2690
T0010	C016	26.908	0.5367
T0010,T0011	C010	47.722	0.7593
T0010,T0011	C013	43.266	0.3404
T0010,T0011	C016	55.591	0.7284
T0011	C000	77.473	0.4145
T0011	C004	51.199	0.3905
T0011	C005	21.239	0.4069
T0011	C010	40.461	0.4274
T0011	C011	37.027	0.4025
T0011	C014	35.436	0.4745
T0011	C016	52.152	0.4745
T0011	C017	25.781	0.2897
T0011,T0012	C002	40.453	0.2915
T0011,T0012	C005	38.058	0.8453
T0011,T0012	C011	50.004	0.4815
T0011,T0012	C017	37.739	0.3775
T0012	C003	42.759	0.7148
T0012	C004	75.978	0.1904
T0012	C005	87.879	0.3457
T0012	C007	51.945	0.2863
T0012	C008	66.788	0.3669
T0012	C012	42.639	0.6623
T0012	C013	55.271	0.3937
T0012	C014	60.583	0.8255
T0012	C016	66.964	0.1330
T0012,T0013	C000	48.346	0.2580
T0012,T0013	C003	52.725	0.6958
