task_id_list	courier_id	total_score	willingness
T0000	C003	49.743	0.1392
T0000	C005	82.971	0.6952
T0000	C006	22.559	0.6233
T0000	C008	48.960	0.5838
T0000	C009	60.571	0.8012
T0000	C010	60.463	0.7153
T0000	C012	20.882	0.3094
T0000	C013	49.214	0.5309
T0000,T0001	C008	49.212	0.3996
T0000,T0001	C011	47.400	0.4952
T0000,T0001,T0002	C002	57.646	0.5417
T0000,T0001,T0002	C008	69.696	0.6985
T0000,T0001,T0002	C011	60.078	0.6452
T0000,T0001,T0002	C014	76.702	0.1094
T0001	C000	68.533	0.3984
T0001	C002	42.332	0.6895
T0001	C003	43.918	0.4207
T0001	C004	39.894	0.8424
T0001	C006	66.286	0.1916
T0001	C007	39.577	0.4306
T0001	C011	78.943	0.8091
T0001	C012	50.293	0.4545
T0001	C013	40.666	0.6918
T0001	C014	34.900	0.6466
T0001	C015	63.336	0.1385
T0001,T0002	C000	30.139	0.2685
T0001,T0002	C015	31.998	0.4648
T0002	C000	81.542	0.4116
T0002	C001	68.552	0.2631
T0002	C002	36.097	0.1001
T0002	C008	35.474	0.3218
T0002	C009	51.572	0.5296
T0002	C010	41.561	0.7047
T0002	C012	66.874	0.2236
T0002	C013	58.521	0.4327
T0002	C015	46.468	0.5594
T0002	C016	57.326	0.7832
T0002	C017	51.741	0.8391
T0002,T0003	C001	36.160	0.3012
T0002,T0003	C004	49.246	0.3745
T0002,T0003	C007	30.671	0.6312
T0002,T0003	C013	55.134	0.2340
T0002,T0003	C016	37.153	0.4659
T0003	C003	54.274	0.5451
T0003	C005	48.726	0.6662
T0003	C006	62.115	0.1033
T0003	C007	81.945	0.4760
T0003	C009	32.831	0.4654
T0003	C010	57.380	0.4642
T0003	C011	35.146	0.7747
T0003	C013	79.159	0.2268
T0003	C015	35.436	0.1342
T0003,T0004	C005	36.931	0.1085
T0003,T0004	C011	55.793	0.2842
T0003,T0004	C014	41.809	0.3382
T0003,T0004,T0005	C011	62.549	0.4626
T0003,T0004,T0005	C014	62.369	0.6022
T0003,T0004,T0005	C017	74.580	0.1020
T0004	C000	55.442	0.5483
T0004	C003	61.591	0.8291
T0004	C006	47.933	0.3038
T0004	C007	36.120	0.5824
T0004	C008	61.013	0.7126
T0004	C010	65.559	0.1151
T0004	C011	86.473	0.1618
T0004	C012	31.143	0.4950
T0004	C013	23.500	0.1011
T0004	C014	48.259	0.1751
T0004	C015	76.273	0.6314
T0004	C017	94.569	0.2884
T0004,T0005	C000	37.677	0.1781
T0004,T0005	C003	54.481	0.5342
T0004,T0005	C009	32.319	0.6618
T0004,T0005	C015	34.668	0.2860
T0005	C002	32.466	0.7495
T0005	C003	59.278	0.6375
T0005	C007	38.241	0.6537
