task_id_list	courier_id	total_score	willingness
T0000	C000	42.145	0.6087
T0000	C004	73.238	0.4645
T0000	C005	87.445	0.7727
T0000	C006	20.423	0.2946
T0000	C007	46.008	0.6283
T0000	C010	64.886	0.7701
T0000	C013	45.632	0.6397
T0000	C014	67.579	0.3963
T0000	C015	38.151	0.2134
T0000,T0001	C013	44.424	0.4750
T0000,T0001	C016	34.341	0.5782
T0000,T0001,T0002	C001	52.734	0.4277
T0000,T0001,T0002	C004	57.951	0.7826
T0000,T0001,T0002	C007	76.019	0.4325
T0000,T0001,T0002	C013	62.021	0.6926
T0000,T0001,T0002	C016	55.728	0.6974
T0001	C000	69.242	0.2466
T0001	C001	37.431	0.7920
T0001	C002	39.547	0.4916
T0001	C006	51.554	0.6729
T0001	C009	56.811	0.4006
T0001	C010	47.108	0.7021
T0001	C012	61.382	0.5622
T0001	C015	60.582	0.8466
T0001	C017	75.888	0.5558
T0001,T0002	C002	31.051	0.5148
T0001,T0002	C005	42.335	0.7674
T0001,T0002	C014	48.896	0.6143
T0002	C001	63.999	0.6928
T0002	C003	56.175	0.3932
T0002	C005	40.999	0.4843
T0002	C006	61.576	0.1970
T0002	C007	47.866	0.2904
T0002	C009	28.812	0.4906
T0002	C010	49.288	0.4259
T0002	C012	60.699	0.1440
T0002	C013	56.049	0.4917
T0002	C015	39.758	0.3093
T0002	C016	54.494	0.4472
T0002,T0003	C009	43.952	0.1615
T0002,T0003	C012	39.465	0.7418
T0002,T0003	C015	33.103	0.3199
T0003	C000	56.025	0.5976
T0003	C001	85.251	0.2309
T0003	C002	52.688	0.5864
T0003	C004	42.328	0.4201
T0003	C006	55.880	0.6078
T0003	C007	77.635	0.7253
T0003	C010	44.402	0.5287
T0003	C011	47.497	0.4734
T0003	C012	73.044	0.3563
T0003	C013	72.829	0.7659
T0003,T0004	C001	44.087	0.7019
T0003,T0004	C010	34.661	0.3475
T0003,T0004	C013	42.393	0.1207
T0003,T0004	C016	35.409	0.3089
T0003,T0004,T0005	C001	61.738	0.7013
T0003,T0004,T0005	C004	50.901	0.4500
T0003,T0004,T0005	C007	58.889	0.7433
T0003,T0004,T0005	C013	53.313	0.8235
T0003,T0004,T0005	C016	76.338	0.8248
T0004	C003	68.955	0.1443
T0004	C012	48.790	0.6986
T0004	C014	67.192	0.6813
T0004	C015	71.507	0.8356
T0004	C016	60.854	0.2453
T0004	C017	85.251	0.3710
T0004,T0005	C005	47.698	0.8049
T0004,T0005	C008	34.759	0.5061
T0005	C000	51.986	0.6416
T0005	C001	43.787	0.3708
T0005	C002	34.418	0.2596
T0005	C003	51.790	0.2525
T0005	C004	51.129	0.1213
T0005	C005	42.971	0.8069
T0005	C006	57.621	0.6089
T0005	C009	56.619	0.7103
T0005	C011	50.658	0.8198
T0005	C014	20.825	0.3509
T0005,T0006	C012	46.409	0.7831
T0005,T0006	C015	33.110	0.1331
T0006	C001	63.989	0.4246
T0006	C002	58.071	0.7460
T0006	C007	47.725	0.3133
T0006	C008	53.224	0.8356
T0006	C009	29.763	0.7258
T0006	C012	54.001	0.6679
T0006	C014	57.854	0.4825
T0006	C016	57.924	0.4515
T0006,T0007	C001	37.144	0.1082
T0006,T0007	C004	30.883	0.6763
T0006,T0007	C007	41.843	0.7633
T0006,T0007	C013	52.576	0.2727
T0006,T0007,T0008	C001	62.754	0.4509
T0006,T0007,T0008	C004	67.944	0.6703
T0006,T0007,T0008	C007	69.241	0.5343
T0006,T0007,T0008	C016	54.715	0.3376
T0007	C001	50.643	0.5229
T0007	C002	71.193	0.5487
T0007	C004	30.820	0.2327
T0007	C005	31.635	0.4016
T0007	C006	65.750	0.2926
T0007	C008	59.476	0.8359
T0007	C012	75.351	0.5871
T0007	C013	57.915	0.1145
T0007	C014	47.289	0.2845
T0007	C015	57.105	0.7314
T0007	C017	54.681	0.1687
T0007,T0008	C005	31.659	0.4804
T0007,T0008	C008	45.040	0.6236
T0007,T0008	C011	34.195	0.3195
T0007,T0008	C014	38.121	0.6313
T0008	C000	46.953	0.2349
T0008	C001	49.976	0.4773
T0008	C002	31.986	0.6596
T0008	C006	46.102	0.3239
T0008	C010	80.511	0.2801
T0008	C016	71.244	0.5160
T0008	C017	66.680	0.2771
T0008,T0009	C000	31.916	0.8364
T0008,T0009	C006	31.609	0.4893
T0008,T0009	C012	47.531	0.7458
T0008,T0009	C015	48.553	0.3305
T0009	C000	33.174	0.3286
T0009	C002	50.832	0.8173
T0009	C003	36.917	0.7254
T0009	C004	51.670	0.2400
T0009	C005	69.752	0.7850
T0009	C006	49.192	0.2183
T0009	C008	52.787	0.3410
T0009	C009	35.113	0.7749
T0009	C012	41.008	0.7413
T0009	C015	51.229	0.1152
T0009	C017	85.294	0.2127
T0009,T0010	C004	41.530	0.6786
T0009,T0010	C007	41.113	0.7096
T0009,T0010	C016	35.121	0.3234
T0009,T0010,T0011	C001	72.252	0.3211
T0009,T0010,T0011	C004	73.951	0.1780
T0009,T0010,T0011	C007	65.419	0.2018
T0009,T0010,T0011	C010	61.290	0.1640
T0009,T0010,T0011	C016	71.486	0.1701
T0010	C002	55.441	0.6342
T0010	C003	32.826	0.3943
T0010	C006	59.937	0.8329
T0010	C009	42.900	0.4985
T0010	C010	37.405	0.1795
T0010	C011	70.962	0.3192
T0010	C012	60.905	0.6816
T0010	C013	32.998	0.4796
T0010	C016	41.714	0.7582
T0010,T0011	C002	54.278	0.5349
T0010,T0011	C008	44.306	0.6496
T0010,T0011	C011	49.914	0.7422
T0010,T0011	C014	51.621	0.8389
T0010,T0011	C017	40.148	0.2833
T0011	C004	53.755	0.5028
T0011	C005	22.845	0.1108
T0011	C006	67.346	0.6219
T0011	C007	70.518	0.3922
T0011	C008	39.265	0.6698
T0011	C011	24.888	0.4931
T0011	C014	33.939	0.5375
T0011	C015	48.947	0.3356
T0011	C016	42.393	0.1697
T0011	C017	46.861	0.6898
T0011,T0012	C000	43.893	0.7894
T0011,T0012	C003	47.839	0.1419
T0011,T0012	C006	32.946	0.8107
T0012	C001	59.146	0.6692
T0012	C002	59.262	0.4874
T0012	C003	51.028	0.4715
T0012	C004	79.124	0.4966
T0012	C005	84.278	0.6279
T0012	C007	44.088	0.5493
T0012	C008	47.414	0.3578
T0012	C015	60.450	0.4275
T0012	C017	73.911	0.2448
T0012,T0013	C001	47.874	0.2953
T0012,T0013	C007	45.791	0.1505
T0012,T0013	C010	51.590	0.3845
T0012,T0013	C013	54.652	0.4349
T0012,T0013	C016	52.797	0.4505
T0012,T0013,T0014	C007	61.364	0.4196
T0012,T0013,T0014	C010	65.377	0.3460
T0013	C000	55.483	0.1215
T0013	C001	29.535	0.5528
T0013	C003	66.403	0.7962
T0013	C004	45.484	0.6026
T0013	C006	41.169	0.7688
T0013	C007	35.218	0.3885
T0013	C008	33.801	0.1443
T0013	C011	68.723	0.4634
T0013	C012	40.318	0.4647
T0013	C013	36.553	0.4690
T0013,T0014	C014	43.564	0.7648
T0013,T0014	C017	47.614	0.2709
T0014	C000	67.123	0.3713
T0014	C003	44.295	0.2304
