task_id_list	courier_id	total_score	willingness
T0000	C001	52.581	0.8283
T0000	C003	47.993	0.2754
T0000	C004	58.287	0.2198
T0000	C006	34.785	0.7943
T0000	C007	36.107	0.3751
T0000	C010	70.213	0.3391
T0000	C011	89.239	0.8328
T0000	C012	25.397	0.4130
T0000	C013	55.665	0.2942
T0000	C014	45.927	0.5595
T0000	C017	70.018	0.7078
T0000,T0001	C002	31.971	0.5528
T0000,T0001	C011	54.366	0.3661
T0000,T0001	C014	34.733	0.1038
T0000,T0001	C017	39.063	0.8315
T0000,T0001,T0002	C005	73.715	0.6510
T0000,T0001,T0002	C011	51.214	0.2077
T0000,T0001,T0002	C014	60.241	0.1804
T0001	C000	64.776	0.5759
T0001	C001	37.688	0.4421
T0001	C004	50.633	0.1288
T0001	C010	46.096	0.1190
T0001	C013	33.812	0.6340
T0001	C016	40.847	0.1135
T0001	C017	76.926	0.2964
T0001,T0002	C000	43.186	0.7336
T0001,T0002	C003	37.869	0.8387
T0001,T0002	C006	54.636	0.5372
T0001,T0002	C009	38.339	0.2224
T0001,T0002	C012	37.252	0.6443
T0002	C000	81.215	0.7315
T0002	C003	34.166	0.3516
T0002	C004	40.114	0.1442
T0002	C005	40.273	0.6355
T0002	C007	67.119	0.3165
T0002	C008	26.160	0.5246
T0002	C012	64.115	0.1756
T0002	C016	58.547	0.3965
T0002	C017	39.298	0.5103
T0002,T0003	C007	37.236	0.1661
T0002,T0003	C010	51.481	0.2762
T0003	C000	78.632	0.5902
T0003	C002	51.815	0.2198
T0003	C003	32.382	0.4535
T0003	C004	41.629	0.6215
T0003	C005	38.426	0.1493
T0003	C006	73.157	0.4989
T0003	C007	67.295	0.5313
T0003	C008	53.324	0.2688
T0003	C009	37.233	0.8054
T0003	C010	41.570	0.1117
T0003	C016	32.536	0.1138
T0003,T0004	C014	51.219	0.4597
T0003,T0004	C017	52.309	0.1674
T0003,T0004,T0005	C002	74.646	0.1752
T0003,T0004,T0005	C008	63.713	0.2077
T0003,T0004,T0005	C014	53.910	0.1553
T0003,T0004,T0005	C017	54.327	0.6614
T0004	C002	60.268	0.8436
T0004	C003	50.900	0.5912
T0004	C004	61.534	0.5207
T0004	C005	73.948	0.1873
T0004	C007	31.037	0.7831
T0004	C012	48.513	0.7921
T0004	C013	28.161	0.5691
T0004	C014	50.376	0.6783
T0004	C015	57.503	0.4565
T0004	C017	95.126	0.3177
T0004,T0005	C000	55.351	0.1550
T0004,T0005	C003	46.813	0.2689
T0004,T0005	C006	40.255	0.6360
T0005	C000	59.109	0.6406
T0005	C001	45.207	0.3828
T0005	C002	18.603	0.2566
T0005	C005	63.276	0.7677
T0005	C006	54.415	0.1455
T0005	C007	45.130	0.7629
T0005	C009	44.210	0.2400
T0005	C011	55.399	0.7781
T0005	C015	56.971	0.2662
T0005	C017	56.165	0.6456
T0005,T0006	C004	42.470	0.5022
T0005,T0006	C007	42.262	0.1127
T0005,T0006	C010	42.262	0.4059
T0005,T0006	C013	50.311	0.2761
T0005,T0006	C016	39.319	0.2149
T0006	C000	65.638	0.6644
T0006	C005	43.970	0.8345
