task_id_list	courier_id	total_score	willingness
T0000	C000	44.569	0.2481
T0000	C001	41.590	0.3455
T0000	C004	61.961	0.3701
T0000	C005	69.997	0.8041
T0000	C008	43.549	0.4980
T0000	C009	49.556	0.1799
T0000	C014	60.859	0.7546
T0000	C016	65.887	0.6361
T0000	C017	79.290	0.6027
T0000,T0001	C001	41.301	0.4043
T0000,T0001	C007	48.735	0.3183
T0000,T0001	C016	32.949	0.3762
T0000,T0001,T0002	C001	53.250	0.6018
T0000,T0001,T0002	C004	62.789	0.6405
T0000,T0001,T0002	C007	71.615	0.8126
T0000,T0001,T0002	C016	68.317	0.5994
T0001	C000	46.758	0.1121
T0001	C002	50.036	0.2672
T0001	C003	53.701	0.4514
T0001	C004	35.564	0.6744
T0001	C005	53.187	0.8058
T0001	C006	60.000	0.2506
T0001	C007	40.891	0.7569
T0001	C008	47.033	0.3285
T0001	C009	41.890	0.6540
T0001	C010	45.691	0.4705
T0001	C012	45.170	0.3567
T0001	C014	31.536	0.6925
T0001,T0002	C005	53.627	0.3819
T0001,T0002	C008	53.189	0.1400
T0001,T0002	C011	32.595	0.7088
T0001,T0002	C017	52.060	0.3281
T0002	C000	61.297	0.1024
T0002	C006	73.253	0.7733
T0002	C008	34.689	0.3184
T0002	C009	30.276	0.3632
T0002	C010	44.601	0.1188
T0002	C011	51.955	0.4306
T0002	C012	76.650	0.4134
T0002	C014	43.134	0.1103
T0002	C015	33.944	0.6705
T0002	C017	52.996	0.3816
T0002,T0003	C000	46.259	0.3408
T0002,T0003	C003	42.346	0.7763
T0002,T0003	C009	47.627	0.5011
T0002,T0003	C012	38.195	0.6819
T0002,T0003	C015	40.326	0.4039
T0003	C006	68.100	0.7695
T0003	C010	38.198	0.5587
T0003	C011	35.776	0.2248
T0003	C012	77.013	0.3679
T0003	C013	62.567	0.7957
T0003	C014	65.644	0.2764
T0003	C015	28.264	0.8428
T0003,T0004	C001	33.136	0.3113
T0003,T0004	C004	51.975	0.3988
T0003,T0004	C013	48.896	0.3752
T0003,T0004,T0005	C001	57.913	0.8273
T0003,T0004,T0005	C004	57.731	0.2361
T0003,T0004,T0005	C007	52.852	0.6135
T0004	C000	38.880	0.6671
T0004	C001	19.469	0.4136
T0004	C002	46.345	0.6975
T0004	C003	61.479	0.6011
T0004	C004	69.867	0.3212
T0004	C006	51.694	0.3030
T0004	C011	74.105	0.6229
T0004	C014	60.766	0.8425
T0004,T0005	C002	54.335	0.6215
T0004,T0005	C008	50.016	0.4083
T0004,T0005	C011	49.286	0.7075
T0005	C000	68.272	0.1994
T0005	C001	46.770	0.2996
T0005	C002	24.604	0.6752
T0005	C005	45.210	0.1048
T0005	C006	57.913	0.2465
T0005	C007	56.626	0.1680
T0005	C011	65.321	0.1517
T0005	C012	39.847	0.3308
T0005	C013	46.605	0.1347
T0005	C014	26.265	0.6884
T0005	C015	55.629	0.5800
T0005	C016	71.861	0.4383
T0005,T0006	C000	37.713	0.6680
T0005,T0006	C009	34.854	0.6851
T0005,T0006	C012	31.209	0.2349
T0005,T0006	C015	44.571	0.3466
T0006	C000	51.819	0.6581
T0006	C001	68.983	0.3954
T0006	C004	37.644	0.4455
T0006	C010	54.160	0.2131
T0006	C011	59.707	0.8105
T0006	C012	38.098	0.1957
T0006	C013	68.065	0.1508
T0006	C016	40.620	0.5425
T0006	C017	61.068	0.5729
T0006,T0007	C001	31.755	0.3501
T0006,T0007	C004	30.220	0.5973
T0006,T0007	C007	52.550	0.6327
T0006,T0007	C010	50.778	0.1427
T0006,T0007,T0008	C004	76.636	0.8282
T0006,T0007,T0008	C007	50.926	0.3547
T0006,T0007,T0008	C013	59.990	0.2562
T0006,T0007,T0008	C016	61.299	0.6312
T0007	C001	60.157	0.2793
T0007	C005	53.830	0.3234
T0007	C007	59.201	0.7903
T0007	C010	32.071	0.5641
T0007	C013	50.360	0.6922
T0007	C015	39.590	0.3076
T0007	C016	38.705	0.2944
T0007	C017	44.084	0.1089
T0007,T0008	C008	42.109	0.2661
T0007,T0008	C011	55.840	0.3909
T0007,T0008	C014	35.119	0.7426
T0007,T0008	C017	47.087	0.4625
T0008	C000	46.295	0.2963
T0008	C002	48.593	0.7764
T0008	C003	53.846	0.5137
T0008	C004	80.583	0.6662
T0008	C006	40.597	0.1582
T0008	C009	69.223	0.7741
T0008	C010	70.397	0.7248
T0008	C012	43.458	0.5932
T0008	C014	36.648	0.7696
T0008	C015	63.293	0.7857
T0008	C016	71.805	0.7169
T0008	C017	66.565	0.7735
T0008,T0009	C000	49.800	0.4041
T0008,T0009	C003	48.330	0.6651
T0008,T0009	C009	42.619	0.5228
T0008,T0009	C012	41.303	0.7764
T0008,T0009	C015	47.497	0.4873
T0009	C000	37.116	0.4877
T0009	C007	54.608	0.7454
T0009	C008	39.740	0.6013
T0009	C009	38.967	0.5982
T0009	C010	60.674	0.6186
T0009	C012	39.755	0.2475
T0009,T0010	C001	36.007	0.1276
T0009,T0010	C004	38.215	0.2994
T0009,T0010	C007	36.837	0.5400
T0009,T0010	C010	38.232	0.1000
T0009,T0010	C013	33.941	0.8143
T0009,T0010,T0011	C004	53.065	0.5147
T0009,T0010,T0011	C007	61.063	0.4477
T0009,T0010,T0011	C010	61.582	0.6060
T0010	C003	27.360	0.8430
T0010	C004	40.858	0.7520
T0010	C006	67.729	0.1069
T0010	C007	51.807	0.8155
T0010	C011	47.021	0.5781
T0010	C012	60.494	0.6645
T0010	C013	38.855	0.7243
T0010	C014	53.733	0.5008
T0010	C015	52.238	0.8173
T0010,T0011	C002	41.407	0.1329
T0010,T0011	C014	40.843	0.3131
T0010,T0011	C017	53.427	0.4501
T0011	C000	81.934	0.5986
T0011	C001	73.547	0.6201
T0011	C003	43.469	0.6284
T0011	C006	77.452	0.1820
T0011	C007	79.600	0.5963
T0011	C015	47.855	0.4840
T0011	C016	33.486	0.6602
T0011	C017	34.363	0.7331
T0011,T0012	C000	38.395	0.1223
T0011,T0012	C003	43.076	0.7699
T0011,T0012	C006	40.104	0.4709
T0011,T0012	C009	38.638	0.6043
T0012	C000	37.180	0.7863
T0012	C001	47.183	0.3759
T0012	C003	63.904	0.3382
T0012	C004	79.285	0.5885
T0012	C005	92.121	0.6746
T0012	C006	41.017	0.2388
