task_id_list	courier_id	total_score	willingness
T0000	C000	25.061	0.2646
T0000	C001	39.076	0.3017
T0000	C004	77.494	0.5532
T0000	C006	40.727	0.4998
T0000	C015	49.938	0.8114
T0000	C017	73.315	0.3518
T0000,T0001	C002	52.101	0.4889
T0000,T0001	C014	34.273	0.4046
T0000,T0001	C017	43.204	0.4611
T0000,T0001,T0002	C002	58.926	0.7448
T0000,T0001,T0002	C008	55.758	0.7730
T0000,T0001,T0002	C014	61.551	0.4923
T0000,T0001,T0002	C017	63.234	0.5732
T0001	C001	36.510	0.7681
T0001	C004	40.435	0.6361
T0001	C005	72.001	0.6947
T0001	C006	59.236	0.2009
T0001	C010	50.900	0.1060
T0001	C011	66.011	0.7821
T0001	C017	68.979	0.7604
T0001,T0002	C000	42.293	0.7897
T0001,T0002	C003	38.388	0.6944
T0001,T0002	C006	49.859	0.1131
T0001,T0002	C009	35.501	0.2112
T0001,T0002	C012	37.573	0.7155
T0002	C000	73.410	0.2114
T0002	C003	41.901	0.4310
T0002	C006	67.090	0.1595
T0002	C009	50.968	0.1957
T0002	C010	42.266	0.5100
T0002	C011	53.251	0.7090
T0002	C014	23.083	0.3880
T0002	C016	45.904	0.2866
T0002	C017	38.452	0.3234
T0002,T0003	C010	32.058	0.5693
T0002,T0003	C013	36.073	0.2089
T0002,T0003	C016	46.540	0.3173
T0003	C004	34.021	0.5783
T0003	C005	44.369	0.5600
T0003	C007	83.423	0.2603
T0003	C012	52.131	0.5755
T0003	C013	74.760	0.1162
T0003	C014	65.391	0.1904
T0003	C015	39.459	0.6651
T0003	C016	48.650	0.8486
T0003	C017	41.218	0.2854
T0003,T0004	C002	42.701	0.6049
T0003,T0004	C005	53.509	0.1217
T0003,T0004	C008	53.146	0.2212
T0003,T0004,T0005	C002	62.554	0.8271
T0003,T0004,T0005	C005	59.551	0.6661
T0003,T0004,T0005	C008	74.436	0.8045
T0003,T0004,T0005	C014	62.080	0.6669
T0004	C001	44.637	0.3158
T0004	C002	62.390	0.5628
T0004	C003	55.756	0.6098
T0004	C004	47.135	0.6219
T0004	C006	39.640	0.5690
T0004	C008	54.132	0.3848
T0004	C012	43.071	0.6400
T0004	C013	47.705	0.6930
T0004	C015	70.872	0.1748
T0004,T0005	C003	43.345	0.6519
T0004,T0005	C009	46.594	0.7436
