task_id_list	courier_id	total_score	willingness
T0000	C000	40.737	0.8326
T0000	C001	44.502	0.3330
T0000	C006	38.358	0.7856
T0000	C007	37.650	0.1804
T0000	C008	49.808	0.8049
T0000	C009	50.215	0.4926
T0000	C011	84.190	0.1026
T0000	C012	32.897	0.2327
T0000	C013	34.337	0.3709
T0000	C014	62.727	0.2262
T0000	C016	82.875	0.4122
T0000,T0001	C002	42.208	0.5647
T0000,T0001	C011	47.005	0.6323
T0000,T0001	C014	48.843	0.7240
T0000,T0001,T0002	C011	63.838	0.1282
T0000,T0001,T0002	C014	71.028	0.6998
T0001	C000	54.086	0.5777
T0001	C001	38.789	0.7984
T0001	C004	48.985	0.3797
T0001	C006	43.329	0.3621
T0001	C007	45.666	0.2310
T0001	C009	39.222	0.1841
T0001	C011	57.900	0.2019
T0001	C014	42.245	0.4333
T0001	C016	34.514	0.5136
T0001	C017	74.102	0.7478
T0001,T0002	C000	50.733	0.6322
T0001,T0002	C003	54.269	0.1940
T0001,T0002	C006	36.465	0.6663
T0001,T0002	C015	31.652	0.7910
T0002	C001	60.095	0.7716
T0002	C003	54.158	0.5997
T0002	C004	45.536	0.1967
T0002	C005	46.149	0.2617
T0002	C006	68.378	0.8232
T0002	C007	70.803	0.8451
T0002	C008	28.959	0.7536
T0002	C010	54.483	0.3349
T0002	C012	62.827	0.5419
T0002	C013	58.867	0.2180
T0002,T0003	C007	35.949	0.7679
T0002,T0003	C010	51.995	0.3321
T0003	C002	62.329	0.6026
T0003	C003	54.830	0.1007
T0003	C005	44.791	0.4843
T0003	C007	74.081	0.5394
T0003	C008	72.406	0.4574
T0003	C009	43.853	0.1515
T0003	C010	45.659	0.1499
T0003	C014	57.745	0.6346
T0003,T0004	C011	30.600	0.6371
T0003,T0004	C014	42.013	0.1246
T0003,T0004	C017	50.049	0.6378
T0003,T0004,T0005	C005	67.078	0.8341
T0003,T0004,T0005	C008	66.366	0.3213
T0003,T0004,T0005	C011	71.304	0.8068
T0003,T0004,T0005	C014	66.637	0.3645
T0003,T0004,T0005	C017	51.671	0.6805
T0004	C001	28.810	0.7211
T0004	C002	48.322	0.6503
T0004	C003	60.061	0.3156
T0004	C006	33.403	0.2830
T0004	C008	52.739	0.1610
T0004	C009	64.340	0.3827
T0004	C010	66.186	0.2427
T0004	C012	28.183	0.6293
T0004	C013	47.364	0.5659
T0004	C014	66.332	0.3349
T0004	C015	75.702	0.4224
T0004	C016	59.929	0.6743
T0004,T0005	C003	50.468	0.5989
T0004,T0005	C006	33.485	0.1715
T0005	C000	61.713	0.3320
T0005	C001	48.797	0.7527
T0005	C002	27.021	0.4454
T0005	C003	53.922	0.6046
T0005	C004	66.977	0.3340
T0005	C008	20.121	0.6123
T0005	C010	63.376	0.7367
T0005	C011	65.015	0.6135
T0005	C016	59.088	0.4423
T0005	C017	49.294	0.1636
T0005,T0006	C004	54.444	0.7554
T0005,T0006	C007	44.186	0.5167
T0005,T0006	C010	48.866	0.5819
T0005,T0006	C013	54.192	0.8255
T0006	C001	67.070	0.4950
T0006	C003	20.287	0.1066
T0006	C005	65.851	0.4628
T0006	C006	58.635	0.1697
T0006	C007	45.171	0.5661
T0006	C014	51.085	0.4490
T0006	C016	56.859	0.5634
T0006	C017	65.292	0.7335
T0006,T0007	C002	55.943	0.7931
T0006,T0007	C005	41.229	0.8241
T0006,T0007	C017	47.712	0.7999
T0006,T0007,T0008	C002	55.113	0.2492
T0006,T0007,T0008	C008	60.774	0.2619
T0006,T0007,T0008	C017	56.058	0.2405
T0007	C000	80.568	0.2692
T0007	C004	35.655	0.4699
T0007	C006	72.193	0.5015
T0007	C010	33.625	0.4045
T0007	C011	41.429	0.1023
T0007	C012	71.412	0.4532
T0007	C016	38.215	0.4468
T0007,T0008	C003	54.807	0.4248
T0007,T0008	C006	35.808	0.2235
T0007,T0008	C009	40.463	0.3807
