task_id_list	courier_id	total_score	willingness
T0000	C001	41.679	0.1065
T0000	C004	76.532	0.1867
T0000	C011	61.991	0.1423
T0000	C016	75.567	0.1362
T0000	C018	39.182	0.1448
T0000	C022	69.685	0.1151
T0000	C023	67.149	0.2370
T0000	C031	52.422	0.0776
T0000	C036	35.668	0.0918
T0000	C037	39.442	0.2104
T0000	C038	68.384	0.1004
T0000	C040	77.605	0.0591
T0000	C041	40.908	0.2022
T0000	C042	39.487	0.0559
T0000	C043	56.274	0.2002
T0000	C045	55.272	0.2065
T0000	C046	79.699	0.0674
T0000	C047	35.480	0.1143
T0000	C050	65.937	0.1293
T0000	C059	49.585	0.0568
T0000,T0001	C015	50.308	0.2197
T0000,T0001	C045	54.953	0.1129
T0000,T0001	C048	47.235	0.2185
T0001	C000	53.547	0.1418
T0001	C006	41.953	0.1321
T0001	C016	64.816	0.2178
T0001	C018	58.890	0.2079
T0001	C024	44.997	0.0764
T0001	C026	47.185	0.2270
T0001	C029	46.968	0.2234
T0001	C030	45.825	0.1439
T0001	C031	31.772	0.2284
T0001	C032	42.869	0.2348
T0001	C036	47.737	0.1505
T0001	C037	34.359	0.0501
T0001	C043	43.209	0.0754
T0001	C045	53.344	0.0577
T0001	C047	56.561	0.1200
T0001	C048	50.328	0.0634
T0001	C050	47.843	0.1728
T0001	C051	50.045	0.1611
T0001	C052	66.615	0.1878
T0001	C054	31.099	0.1264
T0001	C056	53.570	0.1455
T0001,T0002	C004	59.009	0.1949
T0001,T0002	C052	58.247	0.0657
T0001,T0002	C055	50.349	0.2512
T0002	C004	38.015	0.1865
T0002	C008	56.685	0.2211
T0002	C011	42.850	0.2163
T0002	C012	66.584	0.1388
T0002	C017	53.385	0.1280
T0002	C018	68.174	0.0648
T0002	C021	36.108	0.1090
T0002	C022	39.195	0.0582
T0002	C023	47.149	0.1531
T0002	C036	56.152	0.1378
T0002	C039	33.424	0.1569
T0002	C040	42.555	0.0905
T0002	C042	55.747	0.1151
T0002	C043	34.886	0.1641
T0002	C048	39.736	0.0725
T0002	C055	49.409	0.1227
T0002	C056	34.235	0.1871
