task_id_list	courier_id	total_score	willingness
T0000	C000	38.810	0.7154
T0000	C001	35.520	0.2428
T0000	C002	57.307	0.1536
T0000	C003	53.234	0.1579
T0000	C004	65.809	0.5175
T0000	C006	25.462	0.1338
T0000	C007	45.796	0.6124
T0000	C008	49.879	0.4083
T0000	C009	52.860	0.6236
T0000,T0001	C001	52.419	0.5195
T0000,T0001	C004	57.974	0.6694
T0001	C000	50.807	0.7484
T0001	C001	35.699	0.4229
T0001	C004	61.474	0.7184
T0001	C005	55.444	0.5310
T0001	C006	37.429	0.2456
T0001	C007	43.846	0.4846
T0001	C008	37.742	0.7456
T0001,T0002	C000	55.285	0.4053
T0001,T0002	C001	46.200	0.3575
T0001,T0002	C003	56.438	0.4214
T0001,T0002	C004	68.546	0.7882
T0001,T0002	C007	68.835	0.7019
T0001,T0002	C008	53.897	0.6405
T0002	C001	66.582	0.1373
T0002	C002	46.924	0.1689
T0002	C003	48.392	0.8384
T0002	C004	48.478	0.1136
T0002	C005	55.503	0.4817
T0002	C006	53.695	0.3887
T0002	C008	38.342	0.3528
T0002	C009	25.714	0.1686
T0002,T0003	C005	66.488	0.5049
T0002,T0003	C008	44.665	0.2385
T0003	C004	48.981	0.8491
T0003	C005	45.842	0.4995
T0003	C006	85.796	0.3190
T0003	C007	69.221	0.4462
T0003	C008	46.356	0.6214
T0003,T0004	C002	53.352	0.2477
T0003,T0004	C005	55.932	0.6002
T0003,T0004	C008	48.863	0.8358
T0004	C000	28.923	0.7390
T0004	C001	28.623	0.1143
T0004	C002	41.487	0.6125
T0004	C003	58.931	0.6591
T0004	C004	73.930	0.3226
T0004	C005	82.544	0.1079
T0004	C006	35.148	0.1098
T0004	C009	45.907	0.4929
T0004,T0005	C002	58.517	0.4279
T0004,T0005	C004	53.640	0.3872
T0004,T0005	C009	68.094	0.1174
T0005	C000	39.032	0.5862
T0005	C001	36.746	0.3013
T0005	C004	45.158	0.1632
T0005	C005	67.684	0.5297
T0005	C006	44.225	0.6322
T0005	C007	52.625	0.2002
T0005	C008	31.213	0.5825
