task_id_list	courier_id	total_score	willingness
T0000	C001	39.318	0.7270
T0000	C002	52.339	0.4891
T0000	C003	45.383	0.3113
T0000	C004	76.031	0.7135
T0000	C006	39.483	0.3674
T0000	C007	54.008	0.1011
T0000	C008	59.426	0.2803
T0000	C011	83.787	0.2653
T0000	C014	53.877	0.5925
T0000	C016	65.133	0.5123
T0000	C017	89.232	0.6722
T0000,T0001	C002	46.468	0.3915
T0000,T0001	C005	31.088	0.2069
T0000,T0001	C014	41.796	0.6732
T0000,T0001,T0002	C002	50.905	0.1046
T0000,T0001,T0002	C005	61.816	0.3249
T0000,T0001,T0002	C014	54.957	0.4821
T0001	C001	38.738	0.6858
T0001	C006	47.267	0.6885
T0001	C007	31.844	0.5287
T0001	C008	53.410	0.8386
T0001	C009	41.425	0.3083
T0001	C010	42.801	0.7776
T0001	C011	62.608	0.2001
T0001	C012	48.668	0.5419
T0001	C014	47.781	0.4700
T0001,T0002	C009	55.465	0.3798
T0001,T0002	C012	51.549	0.1002
T0002	C001	69.760	0.6021
T0002	C002	44.357	0.1650
T0002	C004	35.032	0.1488
T0002	C005	27.788	0.5902
T0002	C011	47.822	0.5369
T0002	C012	66.591	0.8303
T0002	C013	62.804	0.2490
T0002	C014	25.498	0.6975
T0002	C015	51.080	0.6085
T0002,T0003	C001	41.426	0.7998
T0002,T0003	C004	33.509	0.6905
T0002,T0003	C013	48.373	0.5713
T0002,T0003	C016	49.234	0.5687
T0003	C000	64.615	0.5405
T0003	C001	77.199	0.3198
T0003	C005	53.131	0.3867
T0003	C009	35.842	0.4655
T0003	C010	41.251	0.3129
T0003	C011	52.735	0.7627
T0003	C012	55.353	0.2144
T0003	C015	42.401	0.3081
T0003	C017	55.150	0.1802
T0003,T0004	C002	37.079	0.2250
T0003,T0004	C005	48.493	0.8312
T0003,T0004	C008	42.193	0.2408
T0003,T0004	C011	46.830	0.2480
T0003,T0004	C014	46.218	0.2923
T0003,T0004	C017	55.255	0.7613
T0003,T0004,T0005	C002	62.620	0.4568
T0003,T0004,T0005	C005	73.595	0.1979
T0003,T0004,T0005	C008	54.942	0.3592
T0003,T0004,T0005	C011	68.897	0.5600
T0003,T0004,T0005	C017	56.032	0.7630
T0004	C001	37.298	0.1043
T0004	C004	62.696	0.4669
T0004	C005	68.707	0.2973
T0004	C006	36.130	0.1698
T0004	C011	78.091	0.7500
T0004	C012	36.127	0.7247
T0004	C015	65.858	0.3815
T0004	C016	62.079	0.6801
T0004	C017	80.396	0.7061
T0004,T0005	C000	32.417	0.7382
T0004,T0005	C012	40.683	0.2333
T0004,T0005	C015	39.509	0.3616
T0005	C001	57.523	0.1050
T0005	C004	54.977	0.1565
T0005	C005	46.096	0.8125
T0005	C006	44.393	0.4891
T0005	C009	57.228	0.1543
T0005	C010	56.739	0.5267
T0005	C011	51.106	0.7855
T0005	C012	57.462	0.7569
T0005	C016	53.222	0.3848
T0005,T0006	C001	52.130	0.7921
T0005,T0006	C004	35.011	0.5596
T0005,T0006	C007	53.594	0.3807
T0005,T0006	C010	34.200	0.4365
T0005,T0006	C013	48.310	0.8291
T0006	C000	47.316	0.1109
T0006	C004	47.090	0.4837
T0006	C009	14.168	0.7183
T0006	C010	50.150	0.7212
T0006	C014	41.529	0.2963
T0006	C015	40.941	0.5697
T0006	C016	62.676	0.6487
T0006,T0007	C002	32.129	0.2944
T0006,T0007	C005	33.698	0.3529
T0006,T0007	C008	54.343	0.2943
T0006,T0007	C011	53.092	0.1311
T0006,T0007	C014	46.330	0.1749
T0006,T0007,T0008	C002	58.975	0.4854
T0006,T0007,T0008	C005	50.979	0.5927
T0006,T0007,T0008	C008	70.488	0.1467
T0006,T0007,T0008	C011	56.676	0.6875
T0006,T0007,T0008	C014	64.255	0.5833
T0007	C001	68.686	0.4463
T0007	C002	51.682	0.2644
T0007	C003	50.299	0.2229
T0007	C004	22.008	0.2079
T0007	C005	49.620	0.6912
T0007	C008	67.158	0.4695
T0007	C009	61.754	0.1455
T0007	C012	62.863	0.3477
T0007	C016	38.425	0.3920
T0007,T0008	C000	44.066	0.2324
T0007,T0008	C003	49.506	0.3150
T0007,T0008	C015	40.305	0.5338
T0008	C001	40.500	0.4260
T0008	C002	41.469	0.7716
T0008	C006	46.631	0.1479
T0008	C007	39.483	0.7800
T0008	C008	44.784	0.6113
T0008	C009	62.600	0.5770
T0008	C010	85.091	0.3553
T0008	C011	63.948	0.6646
T0008	C015	59.413	0.1129
T0008,T0009	C004	35.635	0.7804
T0008,T0009	C007	31.157	0.7061
T0008,T0009	C013	51.555	0.2918
T0008,T0009	C016	38.985	0.2909
T0009	C004	67.495	0.3148
T0009	C005	70.180	0.2478
T0009	C009	50.115	0.6488
T0009	C011	65.834	0.7430
T0009	C012	32.548	0.5009
T0009	C013	30.319	0.7608
T0009	C015	45.943	0.7850
T0009	C017	61.601	0.7810
T0009,T0010	C011	34.039	0.2534
T0009,T0010	C014	39.612	0.4290
T0009,T0010,T0011	C002	53.852	0.7550
T0009,T0010,T0011	C005	72.101	0.2613
T0009,T0010,T0011	C008	71.965	0.4993
T0009,T0010,T0011	C011	71.618	0.5946
T0009,T0010,T0011	C014	61.334	0.5249
T0010	C000	68.859	0.6851
T0010	C001	55.890	0.7057
T0010	C003	30.910	0.6350
T0010	C005	60.535	0.3414
T0010	C006	58.144	0.1003
T0010	C010	36.170	0.5274
T0010	C012	61.713	0.3391
T0010	C015	33.265	0.8071
T0010	C016	31.215	0.1183
T0010	C017	55.303	0.3611
T0010,T0011	C000	48.960	0.3542
T0010,T0011	C003	45.981	0.1850
T0010,T0011	C006	40.362	0.1126
T0010,T0011	C009	47.790	0.1235
T0010,T0011	C015	51.331	0.3915
T0011	C000	73.832	0.1878
T0011	C001	79.565	0.7336
T0011	C002	39.674	0.4942
T0011	C003	52.249	0.4424
T0011	C004	48.007	0.7880
T0011	C005	33.494	0.6150
T0011	C006	85.971	0.4391
T0011	C009	38.147	0.4772
T0011	C011	42.706	0.2492
T0011	C014	54.311	0.5267
T0011	C015	44.998	0.3092
T0011	C016	41.325	0.3275
T0011,T0012	C007	48.961	0.4454
T0011,T0012	C010	37.537	0.4803
T0011,T0012	C016	35.387	0.7782
T0012	C002	68.636	0.5931
T0012	C003	54.438	0.3968
T0012	C007	40.305	0.4680
T0012	C008	70.259	0.3539
T0012	C009	62.281	0.7694
T0012	C010	67.894	0.2798
T0012	C013	62.623	0.2159
T0012,T0013	C002	55.450	0.6404
T0012,T0013	C008	44.407	0.3229
T0012,T0013	C011	37.050	0.2404
T0012,T0013	C014	38.320	0.5989
T0012,T0013	C017	47.424	0.1494
T0012,T0013,T0014	C005	58.570	0.4702
T0012,T0013,T0014	C008	75.316	0.7499
T0012,T0013,T0014	C011	63.952	0.2439
T0012,T0013,T0014	C014	55.352	0.2049
T0012,T0013,T0014	C017	70.359	0.7970
T0013	C001	29.938	0.5884
T0013	C002	40.745	0.6271
T0013	C003	58.865	0.4928
T0013	C004	59.630	0.2298
T0013	C005	63.885	0.1771
T0013	C007	36.423	0.6851
T0013	C009	59.006	0.7991
T0013	C010	48.244	0.2712
T0013	C013	26.254	0.2475
T0013	C014	43.514	0.7457
T0013	C015	65.501	0.2485
T0013	C016	65.404	0.4012
T0013,T0014	C003	44.440	0.3640
T0013,T0014	C006	52.241	0.4069
T0013,T0014	C009	38.101	0.6142
T0014	C000	71.759	0.2752
T0014	C001	53.429	0.4610
T0014	C002	41.588	0.7562
T0014	C005	54.005	0.2192
T0014	C009	40.049	0.1763
T0014	C010	42.862	0.4443
T0014	C011	59.236	0.3320
T0014	C012	48.582	0.5787
T0014	C015	40.890	0.4856
T0014	C017	52.401	0.6532
T0014,T0015	C001	55.549	0.3843
T0014,T0015	C004	34.422	0.3745
T0014,T0015	C010	41.696	0.1501
T0014,T0015	C013	40.278	0.3373
T0015	C000	64.878	0.8472
T0015	C001	69.164	0.8375
T0015	C002	47.387	0.7856
T0015	C003	37.097	0.5294
T0015	C004	34.030	0.2877
T0015	C005	57.040	0.8154
T0015	C006	73.874	0.6503
T0015	C007	53.165	0.4196
T0015	C008	53.799	0.2544
T0015	C011	45.240	0.7862
T0015	C012	55.494	0.1538
T0015	C014	67.480	0.4782
T0015	C015	42.810	0.6858
T0015	C017	54.299	0.2029
T0015,T0016	C002	30.748	0.6201
T0015,T0016	C005	54.736	0.2885
T0015,T0016	C011	31.834	0.3358
T0015,T0016	C017	48.878	0.6583
T0015,T0016,T0017	C002	64.569	0.8381
T0015,T0016,T0017	C014	53.303	0.1556
T0015,T0016,T0017	C017	63.824	0.5070
T0016	C000	92.612	0.5746
T0016	C006	81.239	0.1636
T0016	C007	67.708	0.5862
T0016	C010	50.185	0.7155
T0016	C011	56.077	0.3393
T0016	C012	85.286	0.6083
T0016	C013	57.230	0.8258
T0016	C014	62.219	0.3886
T0016	C015	55.664	0.7585
T0016	C017	47.929	0.4361
T0016,T0017	C006	50.155	0.1412
T0016,T0017	C009	41.744	0.5281
T0016,T0017	C012	51.351	0.4849
T0016,T0017	C015	37.747	0.1267
T0017	C000	54.906	0.6598
T0017	C003	47.694	0.5939
T0017	C006	57.502	0.1238
T0017	C007	40.801	0.2424
T0017	C015	65.528	0.3023
T0017	C016	74.072	0.8304
T0017	C017	51.360	0.7878
T0017,T0018	C001	37.331	0.2308
T0017,T0018	C013	41.343	0.4023
T0017,T0018	C016	36.802	0.7953
T0018	C001	59.500	0.7135
T0018	C002	50.568	0.7656
T0018	C003	37.577	0.1634
T0018	C004	62.963	0.3985
T0018	C013	37.900	0.4221
T0018	C016	44.389	0.1473
T0018,T0019	C002	43.208	0.6845
T0018,T0019	C005	51.470	0.5749
T0018,T0019	C014	42.302	0.5086
T0018,T0019	C017	45.476	0.4003
T0018,T0019,T0020	C002	53.618	0.6582
T0018,T0019,T0020	C005	63.928	0.2812
T0018,T0019,T0020	C008	61.938	0.5020
T0018,T0019,T0020	C011	56.597	0.6732
T0018,T0019,T0020	C017	75.997	0.8133
T0019	C007	57.169	0.3124
T0019	C008	47.257	0.7816
T0019	C009	35.470	0.2309
T0019	C014	60.314	0.1952
T0019,T0020	C003	33.111	0.7202
T0019,T0020	C009	43.457	0.4563
T0019,T0020	C012	52.047	0.7002
T0019,T0020	C015	47.171	0.3131
T0020	C000	92.865	0.1836
T0020	C012	81.662	0.4147
T0020	C013	67.446	0.3786
T0020	C014	60.158	0.5714
T0020	C016	41.134	0.7809
T0020	C017	39.459	0.4000
T0020,T0021	C001	37.426	0.6722
T0020,T0021	C004	52.440	0.4367
T0020,T0021	C013	37.641	0.6622
T0020,T0021	C016	43.738	0.1904
T0021	C000	31.052	0.4868
T0021	C001	41.409	0.6426
T0021	C002	45.154	0.7840
T0021	C004	69.444	0.1703
T0021	C006	41.980	0.4151
T0021	C010	65.341	0.5312
T0021	C011	67.319	0.1037
T0021	C013	49.357	0.2776
T0021	C014	51.359	0.6481
T0021	C015	45.702	0.1219
T0021	C017	65.979	0.8337
T0021,T0022	C005	50.918	0.4961
T0021,T0022	C008	50.275	0.6257
T0021,T0022	C014	55.347	0.1913
T0021,T0022,T0023	C002	55.556	0.5902
T0021,T0022,T0023	C005	64.678	0.5190
T0021,T0022,T0023	C008	50.842	0.5964
T0021,T0022,T0023	C017	68.217	0.5385
T0022	C001	38.492	0.1842
T0022	C003	42.434	0.6366
T0022	C004	51.963	0.4315
T0022	C005	61.598	0.2878
T0022	C006	64.295	0.3338
T0022	C008	48.313	0.6095
T0022	C009	53.727	0.2333
T0022	C013	30.669	0.1286
T0022	C014	30.181	0.5145
T0022	C015	39.999	0.7782
T0022,T0023	C003	41.953	0.6038
T0022,T0023	C006	30.986	0.6416
T0022,T0023	C012	42.733	0.4249
T0022,T0023	C015	35.842	0.6641
T0023	C001	53.724	0.6651
T0023	C005	44.387	0.1658
T0023	C008	38.493	0.6372
T0023	C009	33.546	0.7206
T0023	C010	38.840	0.7268
T0023	C011	51.275	0.4578
T0023	C013	49.947	0.6628
T0023	C017	50.053	0.7029
T0023,T0024	C001	47.287	0.1186
T0023,T0024	C004	45.806	0.1162
T0023,T0024	C007	37.218	0.7252
T0023,T0024	C013	41.894	0.7818
T0023,T0024	C016	55.495	0.1068
T0024	C000	82.136	0.8422
T0024	C001	71.628	0.3805
T0024	C002	69.449	0.2804
T0024	C003	55.124	0.3291
T0024	C005	39.582	0.7056
T0024	C006	70.452	0.1175
T0024	C010	52.804	0.2662
T0024	C011	35.060	0.5787
T0024	C013	73.714	0.4697
T0024	C014	73.771	0.3919
T0024	C015	44.524	0.5181
T0024	C016	55.256	0.4852
T0024,T0025	C002	54.093	0.7757
T0024,T0025	C005	50.974	0.1396
T0024,T0025	C008	43.524	0.5048
T0024,T0025	C011	38.028	0.7647
T0024,T0025,T0026	C002	65.442	0.6585
T0024,T0025,T0026	C005	71.954	0.2769
T0024,T0025,T0026	C008	51.375	0.2299
T0024,T0025,T0026	C011	75.931	0.1216
T0025	C000	55.304	0.2735
T0025	C001	16.043	0.2813
T0025	C002	62.303	0.5631
T0025	C003	46.702	0.4964
T0025	C005	76.598	0.7989
T0025	C006	54.578	0.6738
T0025	C008	41.705	0.1502
T0025	C009	59.948	0.6042
T0025	C010	47.398	0.5196
T0025	C011	83.378	0.3238
T0025	C012	52.839	0.1378
T0025	C016	61.785	0.2078
T0025,T0026	C000	43.447	0.3496
T0025,T0026	C015	39.613	0.4657
T0026	C000	59.072	0.7312
T0026	C002	31.579	0.1993
T0026	C003	45.690	0.8386
T0026	C004	53.416	0.5971
T0026	C005	42.923	0.3126
T0026	C006	61.074	0.6102
T0026	C007	59.294	0.8009
T0026	C008	27.244	0.3457
T0026	C010	53.027	0.6280
T0026,T0027	C001	49.005	0.8491
