task_id_list	courier_id	total_score	willingness
T0000	C000	21.404	0.6499
T0000	C001	41.538	0.7676
T0000	C002	40.253	0.5918
T0000	C003	57.058	0.5312
T0000	C005	87.459	0.6022
T0000	C008	55.300	0.8375
T0000	C009	57.991	0.3096
T0000	C010	74.835	0.2374
T0000	C012	31.795	0.1007
T0000	C014	47.281	0.1458
T0000	C015	45.330	0.4501
T0000,T0001	C000	30.518	0.6539
T0000,T0001	C003	45.347	0.1193
T0000,T0001	C006	39.897	0.7233
T0000,T0001	C012	54.091	0.5601
T0000,T0001,T0002	C000	60.994	0.2600
T0000,T0001,T0002	C003	73.094	0.5207
T0000,T0001,T0002	C015	66.487	0.5587
T0001	C002	36.513	0.1497
T0001	C005	56.353	0.4370
T0001	C006	53.794	0.3683
T0001	C007	39.498	0.3777
T0001	C008	47.902	0.4867
T0001	C010	45.253	0.2541
T0001	C011	71.920	0.1667
T0001	C013	22.573	0.2504
T0001	C014	42.183	0.2754
T0001,T0002	C001	36.823	0.5220
T0001,T0002	C004	46.108	0.4639
T0001,T0002	C007	32.574	0.2886
T0001,T0002	C010	47.560	0.6290
T0001,T0002	C013	39.361	0.3626
T0001,T0002	C016	31.820	0.7276
T0002	C000	56.867	0.1749
T0002	C002	41.046	0.3769
T0002	C003	46.156	0.3769
T0002	C004	36.533	0.1909
T0002	C005	35.148	0.7115
T0002	C007	45.906	0.1213
T0002	C008	42.502	0.4702
T0002	C009	30.948	0.2599
T0002	C010	37.922	0.2270
T0002	C011	43.117	0.8367
T0002	C012	61.283	0.8237
T0002	C013	45.183	0.7765
T0002	C014	24.175	0.6675
T0002	C016	37.916	0.5147
T0002	C017	33.931	0.6208
T0002,T0003	C005	36.274	0.4643
T0002,T0003	C014	35.001	0.3100
T0002,T0003	C017	49.668	0.2034
T0003	C000	69.723	0.5876
T0003	C007	72.157	0.2546
T0003	C014	50.032	0.2680
T0003	C015	27.750	0.8292
T0003	C016	41.245	0.1903
T0003	C017	41.353	0.3729
T0003,T0004	C000	40.146	0.8451
T0003,T0004	C003	41.247	0.3215
T0003,T0004	C006	52.275	0.4158
T0003,T0004	C012	55.204	0.7346
T0003,T0004,T0005	C003	61.927	0.8222
T0003,T0004,T0005	C006	73.148	0.1726
T0003,T0004,T0005	C009	52.618	0.5044
T0003,T0004,T0005	C012	53.645	0.3623
T0004	C000	53.735	0.3370
T0004	C001	26.938	0.1296
T0004	C002	62.422	0.2379
T0004	C003	51.406	0.4321
T0004	C004	60.955	0.7347
T0004	C008	59.758	0.6979
T0004	C012	48.082	0.2879
T0004	C013	25.511	0.1816
T0004	C015	57.909	0.2167
T0004	C016	55.666	0.3873
T0004,T0005	C001	34.609	0.7367
T0004,T0005	C010	54.172	0.6545
T0004,T0005	C013	54.178	0.5478
T0005	C002	40.736	0.1330
T0005	C005	50.652	0.4413
T0005	C007	56.876	0.4308
T0005	C008	20.039	0.8466
T0005	C009	57.488	0.5313
T0005	C011	44.942	0.4105
T0005	C015	50.414	0.7668
T0005,T0006	C002	34.965	0.5129
T0005,T0006	C005	36.856	0.6449
T0005,T0006	C008	38.035	0.4709
T0005,T0006	C014	30.428	0.2162
T0005,T0006	C017	52.538	0.5425
T0006	C003	31.741	0.6160
T0006	C004	57.558	0.1973
T0006	C005	53.523	0.8285
T0006	C006	59.616	0.5975
T0006	C007	58.940	0.7223
T0006	C009	33.398	0.4003
T0006	C012	62.038	0.2579
T0006	C013	68.298	0.7330
T0006	C014	41.650	0.6313
T0006	C015	29.128	0.2303
T0006	C016	48.569	0.2615
T0006	C017	59.287	0.2236
T0006,T0007	C006	42.259	0.3484
T0006,T0007	C009	37.083	0.5541
T0006,T0007	C015	55.458	0.1326
T0006,T0007,T0008	C000	73.914	0.4315
T0006,T0007,T0008	C006	51.103	0.7434
T0006,T0007,T0008	C009	75.423	0.5883
T0006,T0007,T0008	C015	59.396	0.2458
T0007	C000	80.616	0.7509
T0007	C001	65.025	0.5067
T0007	C006	74.027	0.8197
T0007	C011	45.477	0.7880
T0007	C012	86.472	0.5359
T0007	C016	26.588	0.3298
T0007	C017	46.624	0.6516
T0007,T0008	C007	55.472	0.7696
T0007,T0008	C010	31.080	0.1546
T0007,T0008	C013	34.770	0.4456
T0007,T0008	C016	34.517	0.3379
T0008	C003	64.214	0.3399
T0008	C004	59.977	0.6329
T0008	C005	72.963	0.6271
T0008	C006	51.179	0.2522
T0008	C013	47.615	0.4566
T0008	C015	65.434	0.3089
T0008,T0009	C002	52.721	0.2674
T0008,T0009	C005	32.802	0.2802
T0008,T0009	C008	48.124	0.3870
T0009	C002	37.509	0.1389
T0009	C003	34.495	0.5979
T0009	C004	60.528	0.1224
T0009	C005	78.093	0.5830
T0009	C007	41.569	0.2157
T0009	C008	52.918	0.6437
T0009	C009	29.685	0.1124
T0009	C010	55.587	0.1460
T0009	C011	77.892	0.7035
T0009	C012	27.894	0.7277
T0009	C014	38.411	0.5174
T0009	C016	55.935	0.3680
T0009	C017	75.384	0.8162
T0009,T0010	C003	41.648	0.2042
T0009,T0010	C009	39.097	0.2477
T0009,T0010	C012	31.035	0.3664
T0009,T0010,T0011	C000	61.757	0.7609
T0009,T0010,T0011	C003	70.967	0.6052
T0009,T0010,T0011	C006	59.438	0.5746
T0009,T0010,T0011	C009	61.345	0.4964
T0009,T0010,T0011	C012	51.437	0.1728
T0009,T0010,T0011	C015	75.661	0.7472
T0010	C000	55.421	0.2271
T0010	C001	47.723	0.2339
T0010	C002	60.173	0.4988
T0010	C003	45.073	0.6173
T0010	C005	65.852	0.4121
T0010	C009	44.233	0.6633
T0010	C010	32.272	0.2418
T0010	C011	60.518	0.7395
T0010	C012	73.594	0.1406
T0010	C013	51.654	0.2775
T0010	C014	43.585	0.5472
T0010	C015	43.277	0.8050
T0010	C016	44.857	0.4211
T0010,T0011	C001	32.330	0.4803
T0010,T0011	C004	34.335	0.1946
T0010,T0011	C007	49.358	0.3246
T0010,T0011	C010	43.557	0.5018
T0010,T0011	C013	43.297	0.1127
T0010,T0011	C016	48.786	0.7357
T0011	C001	62.514	0.8445
T0011	C002	58.367	0.3979
T0011	C003	49.733	0.4035
T0011	C009	53.347	0.8006
T0011	C011	43.283	0.7402
T0011	C012	74.529	0.8490
T0011	C014	42.373	0.3262
T0011,T0012	C005	45.194	0.2619
T0011,T0012	C008	47.131	0.6824
T0011,T0012	C011	48.339	0.1350
T0011,T0012	C014	46.859	0.7449
T0011,T0012	C017	31.197	0.8196
T0012	C001	60.786	0.7463
T0012	C002	45.214	0.7261
T0012	C003	58.996	0.7174
T0012	C004	86.307	0.7062
T0012	C005	90.628	0.5232
T0012	C006	33.744	0.5576
T0012	C007	40.106	0.5822
T0012	C008	69.861	0.5689
T0012	C009	43.509	0.6990
T0012	C012	25.652	0.6849
T0012	C013	56.810	0.7250
T0012	C014	61.433	0.5385
T0012	C015	47.727	0.1905
T0012,T0013	C000	37.232	0.7080
T0012,T0013	C003	52.125	0.7378
T0012,T0013	C012	39.497	0.7131
T0012,T0013	C015	54.606	0.6128
T0012,T0013,T0014	C000	76.130	0.1119
T0012,T0013,T0014	C006	65.781	0.4674
T0012,T0013,T0014	C009	57.700	0.2468
T0012,T0013,T0014	C012	59.025	0.8281
T0012,T0013,T0014	C015	62.484	0.2483
T0013	C000	46.759	0.5679
T0013	C001	24.633	0.6644
T0013	C004	58.192	0.7458
T0013	C009	58.773	0.7484
T0013	C011	64.894	0.7052
T0013	C012	56.935	0.2057
T0013	C013	26.449	0.7943
T0013	C015	44.110	0.1377
T0013,T0014	C001	36.249	0.3629
T0013,T0014	C004	39.823	0.5955
T0014	C000	74.890	0.6727
T0014	C001	65.065	0.5916
T0014	C003	39.980	0.4875
T0014	C006	72.904	0.2516
T0014	C008	24.984	0.2342
T0014	C010	47.931	0.4245
T0014	C011	44.334	0.6630
T0014	C013	54.919	0.7488
T0014	C014	39.102	0.4280
T0014	C016	45.789	0.5967
T0014	C017	52.051	0.3648
