task_id_list	courier_id	total_score	willingness
T0000	C006	41.564	0.6630
T0000	C007	49.978	0.7289
T0000	C008	36.928	0.4510
T0000	C011	67.949	0.5897
T0000	C012	29.217	0.5709
T0000	C016	79.145	0.1396
T0000	C017	83.762	0.4123
T0000	C020	57.308	0.1875
T0000	C021	63.575	0.5044
T0000	C023	85.603	0.1524
T0000	C027	65.560	0.5098
T0000	C028	66.264	0.7011
T0000	C032	51.690	0.3372
T0000	C041	48.124	0.8375
T0000	C043	59.746	0.4849
T0000	C044	49.547	0.5730
T0000	C046	64.935	0.5662
T0000,T0001	C006	63.689	0.2697
T0000,T0001	C009	65.747	0.2335
T0001	C000	46.052	0.6637
T0001	C011	64.557	0.7767
T0001	C012	47.815	0.1511
T0001	C013	43.266	0.5061
T0001	C018	57.551	0.2181
T0001	C019	48.164	0.2439
T0001	C020	39.341	0.2706
T0001	C025	47.257	0.7323
T0001	C027	49.141	0.6503
T0001	C031	44.675	0.4718
T0001	C037	33.736	0.3463
T0001	C039	44.383	0.5524
T0001	C041	44.482	0.6594
T0001	C044	38.374	0.2275
T0001	C045	57.973	0.1773
T0001	C049	47.076	0.2532
T0001,T0002	C013	52.774	0.4271
T0001,T0002	C016	68.913	0.7012
T0001,T0002	C022	59.974	0.5286
T0001,T0002	C028	60.479	0.2337
T0001,T0002	C037	66.038	0.5103
T0001,T0002	C043	61.577	0.2161
T0002	C001	56.055	0.3570
T0002	C007	60.885	0.4311
T0002	C011	43.264	0.4566
T0002	C016	55.984	0.3732
T0002	C017	54.554	0.6475
T0002	C018	56.070	0.2743
T0002	C019	44.502	0.6797
T0002	C021	31.053	0.1727
T0002	C025	47.474	0.6494
T0002	C027	39.815	0.1248
T0002	C028	55.747	0.6737
T0002	C029	60.487	0.7215
T0002	C030	46.938	0.2158
T0002	C033	30.070	0.8019
T0002	C034	46.937	0.6520
T0002	C038	28.561	0.5209
T0002	C041	66.629	0.6723
T0002	C042	53.851	0.4546
T0002,T0003	C020	65.445	0.5686
T0002,T0003	C023	58.466	0.5184
T0003	C002	54.102	0.1145
T0003	C014	43.978	0.2267
T0003	C015	44.959	0.4067
T0003	C020	47.722	0.8156
T0003	C021	55.911	0.1011
T0003	C022	40.554	0.4013
T0003	C023	29.063	0.3386
T0003	C030	72.511	0.5988
T0003	C033	34.992	0.4745
T0003	C037	67.801	0.2019
T0003	C038	41.018	0.4533
T0003	C042	60.875	0.6588
T0003	C044	47.134	0.3397
T0003	C046	43.897	0.5093
T0003	C047	57.859	0.7437
T0003	C048	69.273	0.5749
T0003,T0004	C004	55.776	0.1229
T0003,T0004	C027	49.370	0.7974
T0003,T0004	C030	53.111	0.4585
T0003,T0004	C033	44.993	0.1063
T0004	C002	42.533	0.7586
T0004	C005	85.236	0.4759
T0004	C007	38.205	0.4553
T0004	C008	44.552	0.1218
T0004	C009	55.848	0.7353
T0004	C016	78.845	0.5067
T0004	C025	36.430	0.4722
T0004	C026	56.678	0.4618
T0004	C027	71.264	0.2399
T0004	C028	80.127	0.3295
T0004	C036	39.394	0.1375
T0004	C037	52.794	0.7022
T0004	C038	58.385	0.2751
T0004	C045	71.570	0.5634
T0004	C047	24.259	0.5907
T0004	C049	56.454	0.2951
T0004,T0005	C008	62.748	0.6221
T0004,T0005	C011	49.068	0.7468
T0004,T0005	C034	50.150	0.5583
T0004,T0005	C037	65.119	0.5382
T0004,T0005	C040	50.011	0.8013
T0004,T0005	C046	51.034	0.3820
T0004,T0005	C049	59.094	0.3321
T0005	C003	36.812	0.3222
T0005	C004	60.866	0.1186
T0005	C006	52.415	0.6391
T0005	C010	56.338	0.6830
T0005	C011	58.600	0.8090
T0005	C017	54.458	0.2684
T0005	C023	77.644	0.6034
T0005	C030	53.718	0.8179
T0005	C031	25.879	0.5894
T0005	C032	33.484	0.8215
T0005	C033	56.944	0.3099
T0005	C034	50.652	0.8213
T0005	C035	54.033	0.1566
T0005	C036	36.433	0.5742
T0005	C042	48.996	0.2147
T0005	C043	29.496	0.4707
T0005	C044	50.440	0.8336
T0005	C047	37.259	0.6211
T0005,T0006	C006	69.627	0.5577
T0005,T0006	C041	60.576	0.3660
T0005,T0006	C044	67.269	0.5831
T0006	C000	69.157	0.4427
T0006	C001	65.392	0.8373
T0006	C004	40.938	0.1573
T0006	C005	50.194	0.6304
T0006	C006	57.830	0.6308
T0006	C010	52.570	0.3465
T0006	C011	47.326	0.2113
T0006	C015	25.972	0.4891
T0006	C016	40.798	0.8487
T0006	C017	53.601	0.1041
T0006	C020	35.855	0.4619
T0006	C021	37.452	0.2364
T0006	C023	53.995	0.5546
T0006	C028	60.595	0.2590
T0006	C035	63.750	0.8435
T0006	C036	58.793	0.4620
T0006	C037	40.393	0.6399
T0006	C038	22.609	0.4930
T0006	C042	43.003	0.1574
T0006	C043	31.219	0.6356
T0006	C049	48.726	0.7346
T0006,T0007	C001	57.336	0.3949
T0006,T0007	C007	57.380	0.1403
T0006,T0007	C010	52.597	0.7031
T0006,T0007	C025	55.762	0.8378
T0006,T0007	C048	67.493	0.1216
T0007	C002	51.241	0.2309
T0007	C006	61.843	0.5193
T0007	C007	53.300	0.1580
T0007	C010	47.596	0.7881
T0007	C015	49.457	0.7643
T0007	C026	41.459	0.4016
T0007	C037	62.067	0.2936
T0007	C038	52.918	0.8291
T0007	C040	37.826	0.2931
T0007	C041	75.399	0.5530
T0007	C042	62.432	0.3095
T0007	C043	61.410	0.3951
T0007,T0008	C005	50.606	0.4745
T0007,T0008	C008	56.398	0.1098
T0007,T0008	C014	53.012	0.2336
T0007,T0008	C017	59.491	0.3556
T0007,T0008	C023	51.519	0.8294
T0007,T0008	C032	58.672	0.4253
T0008	C001	34.730	0.4333
T0008	C002	41.642	0.2934
T0008	C015	66.175	0.4244
T0008	C016	65.879	0.4143
T0008	C017	80.459	0.4524
T0008	C025	37.996	0.3463
T0008	C035	35.014	0.4561
T0008	C036	48.097	0.6097
T0008	C039	68.499	0.5162
T0008	C046	79.857	0.6795
T0008	C047	44.685	0.2124
T0008	C048	40.791	0.5349
T0008,T0009	C012	65.416	0.5882
T0008,T0009	C015	51.697	0.5367
T0008,T0009	C030	69.194	0.1249
T0009	C000	41.492	0.5115
T0009	C001	28.876	0.4786
T0009	C002	34.181	0.3246
T0009	C003	38.838	0.8257
T0009	C009	49.291	0.6267
T0009	C010	52.745	0.6937
T0009	C012	37.507	0.4334
T0009	C015	56.702	0.2496
T0009	C017	56.738	0.4748
T0009	C018	39.620	0.3220
T0009	C022	64.165	0.6687
T0009	C023	64.523	0.2222
T0009	C024	45.334	0.4492
T0009	C025	30.679	0.4428
T0009	C026	39.400	0.8099
T0009	C029	49.662	0.7793
T0009	C031	33.660	0.4293
