task_id_list	courier_id	total_score	willingness
T0000	C000	31.724	0.8416
T0000	C003	36.146	0.1764
T0000	C004	71.525	0.1190
T0000	C005	82.722	0.4552
T0000	C006	41.110	0.4852
T0000	C007	35.037	0.7036
T0000	C008	50.928	0.1134
T0000	C010	71.741	0.1926
T0000	C011	83.431	0.3384
T0000	C012	23.434	0.3044
T0000	C017	92.461	0.7876
T0000,T0001	C004	32.964	0.1450
T0000,T0001	C007	38.338	0.3605
T0000,T0001	C016	47.397	0.4810
T0000,T0001,T0002	C001	64.442	0.8197
T0000,T0001,T0002	C004	67.521	0.2715
T0000,T0001,T0002	C007	65.323	0.3450
T0000,T0001,T0002	C013	51.411	0.1392
T0000,T0001,T0002	C016	62.486	0.5855
T0001	C002	38.920	0.7653
T0001	C003	38.067	0.7936
T0001	C009	44.528	0.1461
T0001	C010	38.087	0.3371
T0001	C011	59.995	0.4128
T0001	C013	29.471	0.4091
T0001	C014	40.458	0.7047
T0001,T0002	C011	32.516	0.3247
T0001,T0002	C014	48.058	0.1564
T0001,T0002	C017	30.332	0.7610
T0002	C000	69.841	0.1700
T0002	C002	50.847	0.8472
T0002	C003	39.798	0.2257
T0002	C004	57.143	0.3810
T0002	C005	51.964	0.7753
T0002	C012	59.030	0.3980
T0002	C014	40.455	0.8288
T0002	C015	44.559	0.3736
T0002	C016	37.299	0.2729
T0002,T0003	C000	55.326	0.3915
T0002,T0003	C003	46.134	0.1718
T0002,T0003	C006	40.552	0.4901
T0002,T0003	C012	46.903	0.3062
T0002,T0003	C015	54.346	0.3897
T0003	C000	63.554	0.6004
T0003	C001	74.647	0.2312
T0003	C002	55.932	0.7568
T0003	C003	47.808	0.8411
T0003	C004	39.484	0.3840
T0003	C006	61.058	0.4837
T0003	C010	49.639	0.1745
T0003	C013	74.258	0.2361
T0003	C015	33.730	0.7375
T0003,T0004	C007	41.854	0.7306
T0003,T0004	C010	53.222	0.1171
T0003,T0004	C016	31.346	0.6734
T0003,T0004,T0005	C004	66.641	0.4345
T0003,T0004,T0005	C007	51.986	0.8021
T0003,T0004,T0005	C010	66.840	0.6364
T0003,T0004,T0005	C016	71.681	0.1273
T0004	C002	40.942	0.3608
T0004	C003	73.099	0.3387
T0004	C004	45.376	0.2446
T0004	C005	66.180	0.7566
T0004	C006	36.740	0.2407
T0004	C007	42.490	0.7234
T0004	C008	61.528	0.5054
T0004	C009	59.212	0.1591
T0004	C012	44.022	0.5637
T0004	C013	39.208	0.2329
T0004	C014	57.123	0.6619
T0004	C016	69.528	0.8150
T0004,T0005	C002	35.745	0.3766
T0004,T0005	C008	48.965	0.7846
T0004,T0005	C014	35.311	0.1741
T0004,T0005	C017	50.853	0.5532
T0005	C002	22.440	0.2006
T0005	C004	58.961	0.6297
T0005	C007	56.259	0.2037
T0005	C008	22.640	0.3403
T0005	C010	68.952	0.7209
T0005	C011	45.335	0.7388
T0005	C012	52.056	0.8430
T0005	C013	38.227	0.4703
T0005	C015	41.001	0.8308
T0005	C016	53.139	0.1806
T0005	C017	45.139	0.2186
T0005,T0006	C000	43.627	0.1528
T0005,T0006	C003	50.591	0.6472
T0005,T0006	C006	50.316	0.6939
T0005,T0006	C009	46.428	0.1866
T0005,T0006	C012	31.660	0.5185
T0005,T0006	C015	45.087	0.5463
T0006	C000	66.174	0.2437
T0006	C002	52.039	0.6537
T0006	C003	40.790	0.2406
T0006	C004	57.921	0.3630
T0006	C005	61.271	0.6539
T0006	C009	39.252	0.2734
T0006	C013	53.228	0.5326
T0006	C015	18.071	0.2352
T0006	C016	46.274	0.2229
T0006	C017	70.271	0.3487
T0006,T0007	C001	49.350	0.4702
T0006,T0007	C004	47.441	0.2901
T0006,T0007	C010	41.684	0.4614
T0006,T0007	C013	48.928	0.8435
T0006,T0007,T0008	C004	57.083	0.6823
T0006,T0007,T0008	C007	55.341	0.8287
T0006,T0007,T0008	C010	73.212	0.4618
T0006,T0007,T0008	C013	63.288	0.3089
T0006,T0007,T0008	C016	65.809	0.8113
T0007	C000	90.060	0.3497
T0007	C001	69.265	0.1125
T0007	C002	50.416	0.4200
T0007	C003	62.927	0.7237
T0007	C004	40.714	0.7180
T0007	C005	53.282	0.8401
T0007	C009	39.528	0.7231
T0007	C010	33.694	0.6284
T0007	C013	62.362	0.2817
T0007	C015	51.858	0.2366
T0007,T0008	C002	54.263	0.1294
T0007,T0008	C005	37.779	0.5617
T0007,T0008	C017	40.291	0.1544
T0008	C000	29.764	0.6284
