task_id_list	courier_id	total_score	willingness
T0000	C001	41.679	0.3495
T0000	C004	76.532	0.6501
T0000	C011	61.991	0.4834
T0000	C016	75.567	0.4608
T0000	C024	37.385	0.3817
T0000	C025	49.099	0.2028
T0000	C026	41.672	0.7244
T0000	C027	62.680	0.3786
T0000	C028	60.349	0.8387
T0000	C036	45.622	0.2410
T0000	C041	32.268	0.2943
T0000	C042	32.642	0.7391
T0000	C043	61.584	0.3265
T0000	C045	70.805	0.1718
T0000	C046	80.008	0.7083
T0000	C047	32.687	0.1596
T0000	C048	49.474	0.7006
T0000	C052	82.937	0.4350
T0000	C061	66.585	0.1630
T0000	C064	41.137	0.5043
T0000	C066	50.147	0.4816
T0000	C072	41.953	0.4452
T0000,T0001	C025	57.725	0.7383
T0000,T0001	C028	58.997	0.3394
T0000,T0001	C037	46.940	0.5504
T0000,T0001	C061	53.429	0.6515
T0000,T0001,T0002	C025	86.804	0.5355
T0000,T0001,T0002	C028	80.224	0.3397
T0001	C008	36.497	0.2364
T0001	C010	59.085	0.8012
T0001	C016	57.725	0.4896
T0001	C017	60.672	0.8066
T0001	C027	47.959	0.1378
T0001	C030	52.858	0.4793
T0001	C031	22.251	0.7466
T0001	C032	53.613	0.4102
T0001	C036	46.609	0.2329
T0001	C040	58.341	0.2630
T0001	C043	50.328	0.1878
T0001	C046	58.299	0.4240
T0001	C048	41.670	0.4956
T0001	C054	29.627	0.7435
T0001	C060	32.915	0.6495
T0001	C064	61.785	0.7791
T0001	C067	37.750	0.7611
T0001	C075	65.285	0.4299
T0001	C076	56.274	0.1929
T0001,T0002	C032	55.477	0.1700
T0001,T0002	C035	54.108	0.2236
T0001,T0002	C038	61.496	0.1318
T0001,T0002	C062	46.754	0.2388
T0001,T0002	C068	55.016	0.1200
T0002	C000	65.599	0.4539
T0002	C012	62.952	0.4668
T0002	C016	45.700	0.2946
T0002	C017	45.559	0.8244
T0002	C018	62.547	0.3816
T0002	C019	41.686	0.5652
T0002	C024	46.536	0.2220
T0002	C032	43.019	0.4223
T0002	C033	40.972	0.8042
T0002	C035	51.564	0.2824
T0002	C036	53.108	0.3586
T0002	C037	35.435	0.3018
T0002	C039	53.937	0.2330
