task_id_list	courier_id	total_score	willingness
T0000	C006	34.168	0.8351
T0000	C007	51.607	0.1358
T0000	C008	49.347	0.6518
T0000	C012	30.377	0.3355
T0000	C014	56.784	0.8146
T0000	C019	49.506	0.4958
T0000	C021	71.403	0.1700
T0000	C028	70.824	0.1669
T0000	C031	58.370	0.5615
T0000	C034	77.626	0.7272
T0000	C038	50.578	0.6397
T0000	C044	61.078	0.6269
T0000,T0001	C006	41.398	0.2770
T0000,T0001	C009	44.829	0.5868
T0000,T0001	C018	48.126	0.4316
T0000,T0001	C021	47.191	0.5520
T0000,T0001	C024	52.356	0.8290
T0000,T0001	C027	33.963	0.3742
T0000,T0001	C039	38.994	0.5813
T0000,T0001	C045	31.516	0.6652
T0000,T0001	C048	35.954	0.6471
T0000,T0001,T0002	C006	53.092	0.4330
T0000,T0001,T0002	C009	74.805	0.1863
T0000,T0001,T0002	C012	58.369	0.4869
T0000,T0001,T0002	C018	59.698	0.1756
T0000,T0001,T0002	C027	51.190	0.1884
T0000,T0001,T0002	C030	63.600	0.4814
T0000,T0001,T0002	C033	51.058	0.5028
T0000,T0001,T0002	C036	68.357	0.5377
T0000,T0001,T0002	C039	64.547	0.7016
T0001	C006	53.217	0.2769
T0001	C008	39.291	0.1287
T0001	C009	47.059	0.3471
T0001	C011	69.528	0.5649
T0001	C012	42.845	0.1993
T0001	C013	38.520	0.6923
T0001	C015	40.389	0.7656
T0001	C020	33.129	0.5566
T0001	C026	45.306	0.6414
T0001	C038	34.547	0.3239
T0001	C041	35.015	0.5325
T0001	C042	29.774	0.2200
T0001	C043	42.344	0.3384
T0001	C046	69.664	0.1009
T0001,T0002	C002	46.365	0.5626
T0001,T0002	C008	44.793	0.5518
T0001,T0002	C013	41.212	0.7708
T0001,T0002	C016	37.051	0.7819
T0001,T0002	C019	51.034	0.5555
T0001,T0002	C025	41.788	0.1779
T0001,T0002	C037	42.714	0.7105
T0001,T0002	C043	32.249	0.6548
T0001,T0002	C046	41.482	0.2216
T0001,T0002	C049	46.388	0.2299
T0002	C003	31.436	0.1102
T0002	C008	37.078	0.5149
T0002	C016	37.345	0.4696
T0002	C017	45.771	0.2155
