task_id_list	courier_id	total_score	willingness
T0000	C000	36.344	0.1612
T0000	C003	40.357	0.6337
T0000	C005	68.934	0.3855
T0000	C009	46.418	0.2058
T0000	C012	26.233	0.5780
T0000	C013	57.966	0.2643
T0000	C014	49.401	0.7182
T0000	C017	91.606	0.2569
T0000,T0001	C003	34.491	0.4831
T0000,T0001	C012	49.081	0.3557
T0000,T0001	C015	53.764	0.7634
T0000,T0001,T0002	C003	50.962	0.5980
T0000,T0001,T0002	C006	52.794	0.1066
T0000,T0001,T0002	C012	51.963	0.4327
T0000,T0001,T0002	C015	52.628	0.3556
T0001	C000	52.457	0.2127
T0001	C001	26.605	0.7652
T0001	C002	45.300	0.8132
T0001	C003	54.018	0.3951
T0001	C004	56.898	0.8036
T0001	C005	77.781	0.1507
T0001	C009	57.833	0.4524
T0001	C014	37.300	0.6566
T0001	C017	67.097	0.5624
T0001,T0002	C001	34.460	0.7621
T0001,T0002	C004	44.823	0.7181
T0001,T0002	C007	30.505	0.2204
T0001,T0002	C013	35.775	0.1116
T0002	C003	36.856	0.1422
T0002	C004	35.570	0.2116
T0002	C005	28.459	0.4975
T0002	C006	59.543	0.4139
T0002	C008	36.004	0.5856
T0002	C011	36.966	0.7703
T0002	C017	34.851	0.2823
T0002,T0003	C002	41.313	0.5456
T0002,T0003	C008	33.803	0.6983
T0002,T0003	C011	34.715	0.2416
T0003	C000	75.259	0.7287
T0003	C001	67.307	0.1180
T0003	C004	43.428	0.4743
T0003	C005	40.643	0.7487
T0003	C009	41.981	0.5729
T0003	C010	32.757	0.5286
T0003	C011	37.654	0.7872
T0003	C012	59.079	0.4165
T0003	C015	50.507	0.5319
T0003	C016	48.957	0.3499
T0003,T0004	C000	48.629	0.1672
T0003,T0004	C003	32.956	0.1375
T0003,T0004	C006	47.316	0.3483
T0003,T0004	C015	51.741	0.1216
T0003,T0004,T0005	C000	72.868	0.2627
T0003,T0004,T0005	C009	61.229	0.8470
T0003,T0004,T0005	C015	55.523	0.7440
T0004	C000	48.091	0.8146
T0004	C001	39.175	0.8157
T0004	C002	43.020	0.5534
T0004	C003	68.564	0.2703
T0004	C004	58.501	0.4486
T0004	C005	91.075	0.1284
T0004	C006	45.654	0.5993
T0004	C007	46.566	0.6536
T0004	C009	60.973	0.3524
T0004	C011	84.609	0.1331
T0004	C014	48.512	0.6385
T0004	C015	73.878	0.1044
T0004	C016	48.630	0.8129
T0004,T0005	C004	48.283	0.8360
T0004,T0005	C007	52.645	0.3426
T0005	C001	48.772	0.1771
T0005	C002	30.292	0.8450
T0005	C003	43.125	0.5665
T0005	C004	65.419	0.1697
T0005	C008	42.111	0.2319
T0005	C010	62.739	0.5377
T0005	C011	57.691	0.4251
T0005	C012	52.662	0.6679
T0005	C013	40.669	0.4257
T0005	C015	49.237	0.3154
T0005	C016	59.173	0.6133
T0005,T0006	C011	30.970	0.2583
T0005,T0006	C014	33.000	0.6800
T0006	C004	59.323	0.2895
T0006	C006	45.792	0.5930
T0006	C007	60.806	0.2801
T0006	C008	57.233	0.6872
T0006	C009	36.278	0.3948
T0006	C011	67.336	0.4531
T0006	C012	38.514	0.4009
T0006	C014	53.555	0.1277
T0006	C015	33.216	0.1511
T0006	C016	54.996	0.7235
T0006	C017	62.061	0.3479
T0006,T0007	C000	52.123	0.8082
T0006,T0007	C003	47.041	0.1009
T0006,T0007	C012	55.940	0.5285
T0006,T0007	C015	44.161	0.2791
T0006,T0007,T0008	C000	69.206	0.7827
T0006,T0007,T0008	C003	67.667	0.5624
T0006,T0007,T0008	C006	71.923	0.2877
T0007	C001	58.580	0.6925
T0007	C008	72.049	0.6233
T0007	C011	34.673	0.8061
T0007	C012	84.927	0.1844
T0007	C013	63.804	0.4057
T0007,T0008	C004	40.094	0.7645
T0007,T0008	C007	31.774	0.7803
T0007,T0008	C010	54.874	0.4568
T0008	C000	30.251	0.7788
T0008	C001	59.009	0.7698
T0008	C003	64.381	0.1027
T0008	C008	32.708	0.4226
T0008	C010	80.791	0.4965
T0008	C012	49.166	0.7930
T0008	C013	49.608	0.1932
T0008	C015	54.538	0.1486
T0008	C016	66.813	0.1046
T0008	C017	81.244	0.7830
T0008,T0009	C005	36.664	0.3904
T0008,T0009	C008	51.304	0.2222
T0008,T0009	C014	30.774	0.4427
T0008,T0009	C017	47.207	0.2219
T0009	C003	40.278	0.5099
T0009	C004	49.847	0.2798
T0009	C005	56.084	0.5617
T0009	C006	45.102	0.4996
T0009	C007	36.609	0.8129
T0009	C008	38.532	0.6526
T0009	C009	29.470	0.3177
T0009	C010	52.247	0.5006
T0009	C014	46.190	0.2506
T0009	C015	50.101	0.6653
T0009,T0010	C003	39.808	0.4813
T0009,T0010	C006	43.851	0.6621
T0009,T0010	C009	39.107	0.2434
T0009,T0010,T0011	C000	54.451	0.2855
T0009,T0010,T0011	C003	70.401	0.5202
T0009,T0010,T0011	C006	55.525	0.3549
T0009,T0010,T0011	C015	75.421	0.6715
T0010	C000	66.652	0.3837
T0010	C001	47.506	0.7866
T0010	C004	45.453	0.5490
T0010	C007	51.851	0.3734
T0010	C008	54.031	0.1919
T0010	C009	36.354	0.7130
T0010	C010	35.119	0.2681
T0010	C011	60.859	0.2340
T0010	C013	44.332	0.3129
T0010	C017	67.278	0.1472
T0010,T0011	C010	32.682	0.5049
T0010,T0011	C013	32.249	0.7946
T0011	C001	56.857	0.3610
T0011	C002	42.543	0.1663
T0011	C007	56.410	0.7642
T0011	C011	35.333	0.3649
T0011	C012	79.290	0.1764
T0011	C013	71.348	0.7163
T0011	C014	50.708	0.4202
T0011	C015	53.714	0.6380
T0011	C016	35.864	0.2658
T0011	C017	36.580	0.4154
T0011,T0012	C002	34.795	0.4440
T0011,T0012	C008	55.922	0.5198
T0011,T0012	C017	54.282	0.3071
T0012	C000	16.383	0.6882
T0012	C001	38.469	0.3177
T0012	C002	59.960	0.4528
T0012	C003	40.818	0.3240
